claim_id,entity_id,entity_name,claim_type,claim,source_url,source_type,source_quality,source_tier,evidence_status,last_verified_at,notes
claim-bigthinkcapital-intake-005,bigthinkcapital,Bigthinkcapital,intake_smv_bucket_signal,Bigthinkcapital has source-backed SMV bucket evidence: source text contains 'non-dilutive'.,https://bigthinkcapital.com/revenue-based-financing-companies,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-24,"Auto-promoted intake evidence; not paper-ready. Snippet: It’s a non-dilutive funding option, meaning you get the cash you need to scale without selling any shares or giving up a board seat."
claim-gtm-venture-studio-intake-001,gtm-venture-studio,GTM Venture Studio,intake_portfolio-capital_bucket_signal,GTM Venture Studio has source-backed Portfolio Capital bucket evidence: source text contains 'venture studio'.,https://www.gtmventurestudio.io,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: next step: our process “We’re extremely happy with the value GTM Venture Studio has brought to scale our business.
claim-gtm-venture-studio-intake-002,gtm-venture-studio,GTM Venture Studio,intake_portfolio-capital_bucket_signal,GTM Venture Studio has source-backed Portfolio Capital bucket evidence: source text contains 'company creation'.,https://www.gtmventurestudio.io,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: GTM Venture Studio - Full Stack SaaS Company Creation GTM Venture Studio - Full Stack SaaS Company Creation gtm venture studio Hire Us Intro Home Home v.1 Home v.2 Home v.3 Home v.
claim-what-is-a-venture-studio-the-venture-studio-model-explained-intake-001,what-is-a-venture-studio-the-venture-studio-model-explained,What Is a Venture Studio? The Venture Studio Model Explained,intake_portfolio-capital_bucket_signal,What Is a Venture Studio? The Venture Studio Model Explained has source-backed Portfolio Capital bucket evidence: source text contains 'venture studio'.,https://futuresight.ventures/what-is-a-venture-studio,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: The Venture Studio Model Explained What Is a Venture Studio?
claim-what-is-a-venture-studio-the-venture-studio-model-explained-intake-002,what-is-a-venture-studio-the-venture-studio-model-explained,What Is a Venture Studio? The Venture Studio Model Explained,intake_portfolio-capital_bucket_signal,What Is a Venture Studio? The Venture Studio Model Explained has source-backed Portfolio Capital bucket evidence: source text contains 'startup studio'.,https://futuresight.ventures/what-is-a-venture-studio,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Venture Studio – A Simple Definition A venture studio (also known as a startup studio or company builder ) is an organization that systematically creates and launches new startups 
claim-what-is-a-venture-studio-the-venture-studio-model-explained-intake-003,what-is-a-venture-studio-the-venture-studio-model-explained,What Is a Venture Studio? The Venture Studio Model Explained,intake_portfolio-capital_bucket_signal,What Is a Venture Studio? The Venture Studio Model Explained has source-backed Portfolio Capital bucket evidence: source text contains 'company creation'.,https://futuresight.ventures/what-is-a-venture-studio,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: March 3, 2026 Posted by FutureSight 12 Feb February 12, 2026 The venture studio model has gained momentum over the past decade as an alternative way to build startups, one that pri"
claim-what-is-a-venture-studio-the-venture-studio-model-explained-intake-004,what-is-a-venture-studio-the-venture-studio-model-explained,What Is a Venture Studio? The Venture Studio Model Explained,intake_portfolio-capital_bucket_signal,What Is a Venture Studio? The Venture Studio Model Explained has source-backed Portfolio Capital bucket evidence: source text contains 'company formation'.,https://futuresight.ventures/what-is-a-venture-studio,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: perienced operators Built-in support across critical functions For Investors More consistent startup quality Earlier insight into company formation Repeatable venture creation proc
claim-argentumgroup-intake-001,argentumgroup,Argentumgroup,intake_smv_bucket_signal,Argentumgroup has source-backed SMV bucket evidence: source text contains 'growth equity'.,https://argentumgroup.com/portfolio,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Fleetworthy was sold to Bestpass, the leading toll management and payment platform for commercial vehicles and a portfolio company of Insight Partners and Susquehanna Growth Equity"
claim-argentumgroup-intake-002,argentumgroup,Argentumgroup,intake_smv_bucket_signal,Argentumgroup has source-backed SMV bucket evidence: source text contains 'acquiring'.,https://argentumgroup.com/portfolio,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Argentum Deal Team Daniel Raynor See Related News Location Irvine, CA Industry Sector Software & Technology Enabled Services Investment Status Exited Parallax Capital Partners Para"
claim-startupbootcamp-intake-001,startupbootcamp,Startupbootcamp,intake_sovereign-capital_bucket_signal,Startupbootcamp has source-backed Sovereign Capital bucket evidence: source text contains 'government'.,https://startupbootcamp.org,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Southbridge A&I, Salient Advisory, and SCIDaR Start a $7M HealthTech Project in Africa, Supported by Gates Foundation and Run by SBC Afritech July 4, 2022 The pan-African accelerat"
claim-startupbootcamp-intake-002,startupbootcamp,Startupbootcamp,intake_sovereign-capital_bucket_signal,Startupbootcamp has source-backed Sovereign Capital bucket evidence: source text contains 'national'.,https://startupbootcamp.org,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Startupbootcamp is a global network of industry-focused accelerators.We ensure startups thrive by giving them direct access to an international network of the most relevant partner
claim-startupbootcamp-intake-003,startupbootcamp,Startupbootcamp,intake_sovereign-capital_bucket_signal,Startupbootcamp has source-backed Sovereign Capital bucket evidence: source text contains 'impact investor'.,https://startupbootcamp.org,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: 100k startups to save the world Startupbootcamp connects visionary founders with conscious global corporations, their corporate leaders, as well as experienced mentors and impact i"
claim-clearlyacquired-intake-001,clearlyacquired,ClearlyAcquired,intake_search-eta_bucket_signal,ClearlyAcquired has source-backed Search/ETA bucket evidence: source text contains 'search fund'.,https://www.clearlyacquired.com/,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Invest in Small & Medium businesses: AI Native M&A Advisor & Search Fund Micro Cap Private Equity | Buy-Side Acquisitions Deal Sourcing, Business Brokerage & Acquisition Financing "
claim-clearlyacquired-intake-002,clearlyacquired,ClearlyAcquired,intake_search-eta_bucket_signal,ClearlyAcquired has source-backed Search/ETA bucket evidence: source text contains 'buy a business'.,https://www.clearlyacquired.com/,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: edicated advisor team guides you through the entire process. Powering the Next Generation of Business Owners. Solutions I Want to Buy a Business I Want to Sell a Business Value & A
claim-capshift-intake-001,capshift,CapShift,intake_sovereign-capital_bucket_signal,CapShift has source-backed Sovereign Capital bucket evidence: source text contains 'impact investor'.,https://capshift.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: able, and corporate institutions including: 2,430+ impact opportunities Sourced through partnerships with leading asset managers, impact investors, and nonprofit organizations We’r"
claim-capshift-intake-002,capshift,CapShift,intake_sovereign-capital_bucket_signal,CapShift has source-backed Sovereign Capital bucket evidence: source text contains 'impact capital'.,https://capshift.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Impact capital in action With a trusted guide and a dose of inspiration, shifting capital into impact investments doesn’t have to be complicated."
claim-alliance-venture-intake-001,alliance-venture,Alliance Venture,intake_smv_bucket_signal,Alliance Venture has source-backed SMV bucket evidence: source text contains 'founder friendly'.,https://alliance.vc/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: 19 January 2023 Blog post: A True Partner for Founders There is a lot of talk these days about VC funds being “founder friendly”.
claim-alliance-venture-intake-002,alliance-venture,Alliance Venture,intake_smv_bucket_signal,Alliance Venture has source-backed SMV bucket evidence: source text contains 'alternative funding'.,https://alliance.vc/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: 29 March 2022 Ark Kapital raises €165M seed round ArK Kapital has raised €165 million (€150 million in debt funding and €15 million in equity), now providing Stockholm with an entr"
claim-kaszek-ventures-intake-001,kaszek-ventures,Kaszek Ventures,intake_patient-capital_bucket_signal,Kaszek Ventures has source-backed Patient Capital bucket evidence: source text contains 'purpose'.,https://kaszek.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: We look forward to partnering with visionary and inspirational founders, who are honest, determined, and purpose driven."
claim-kaszek-ventures-intake-002,kaszek-ventures,Kaszek Ventures,intake_patient-capital_bucket_signal,Kaszek Ventures has source-backed Patient Capital bucket evidence: source text contains 'purpose driven'.,https://kaszek.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: We look forward to partnering with visionary and inspirational founders, who are honest, determined, and purpose driven."
claim-kaszek-ventures-intake-003,kaszek-ventures,Kaszek Ventures,intake_patient-capital_bucket_signal,Kaszek Ventures has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://kaszek.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Our core is technology: We are big believers in the fabulous impact that new technologies can have over humankind.
claim-michigan-founders-fund-intake-001,michigan-founders-fund,Michigan Founders Fund,intake_patient-capital_bucket_signal,Michigan Founders Fund has source-backed Patient Capital bucket evidence: source text contains 'mission'.,https://michiganfoundersfund.org/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Our Mission To drive the growth of inclusive, successful startups and advance civic leadership in Michigan."
claim-michigan-founders-fund-intake-002,michigan-founders-fund,Michigan Founders Fund,intake_patient-capital_bucket_signal,Michigan Founders Fund has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://michiganfoundersfund.org/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Visit the website Hear from Some of Our Founders Why I joined: Joining Michigan Founders Fund was a strategic move for SAINTE, offering us vital access to a dynamic network of reso"
claim-hoxton-ventures-intake-001,hoxton-ventures,Hoxton Ventures,intake_portfolio-capital_bucket_signal,Hoxton Ventures has source-backed Portfolio Capital bucket evidence: source text contains 'portfolio companies'.,https://hoxtonventures.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: r business. In a time of crisis, Hoxton got everyone to reach into their pockets.” Travis Pittman TourRadar HISTORY IN NUMBERS 90 Portfolio companies in total 3 IPOs in ten years 9"
claim-hoxton-ventures-intake-002,hoxton-ventures,Hoxton Ventures,intake_portfolio-capital_bucket_signal,Hoxton Ventures has source-backed Portfolio Capital bucket evidence: source text contains 'roll up'.,https://hoxtonventures.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: They've been the most patient and helpful investor, always willing to roll up their sleeves to help, and were a trusted partner when times were challenging."
claim-freed-fellowship-intake-001,freed-fellowship,Freed Fellowship,intake_lmv_bucket_signal,Freed Fellowship has source-backed LMV bucket evidence: source text contains 'fellowship'.,https://www.freedfellowship.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Freed Fellowship Grant - Apply for $2500 Small Business Funding Freed Fellowship Grant - Apply for $2500 Small Business Funding the freed fellowship Apply Today For a $2,500 Small "
claim-freed-fellowship-intake-002,freed-fellowship,Freed Fellowship,intake_lmv_bucket_signal,Freed Fellowship has source-backed LMV bucket evidence: source text contains 'no equity'.,https://www.freedfellowship.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: s owner in the US as a Freed Fellow. Each Fellow receives a $500 grant to invest in their existing business. No strings attached. No equity required. Every submission to become a F
claim-freed-fellowship-intake-003,freed-fellowship,Freed Fellowship,intake_lmv_bucket_signal,Freed Fellowship has source-backed LMV bucket evidence: source text contains 'grant program'.,https://www.freedfellowship.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: The Freed Fellowship Grant program is a monthly small business grant program designed to support underrepresented and overlooked small business owners.
claim-sky9-capital-intake-001,sky9-capital,Sky9 Capital,intake_patient-capital_bucket_signal,Sky9 Capital has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,https://www.sky9capital.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Long-Term Partnership We act as true long-term partners, offering hands-on guidance, key hires, strategic connections and scaling support at every stage of growth."
claim-sky9-capital-intake-002,sky9-capital,Sky9 Capital,intake_patient-capital_bucket_signal,Sky9 Capital has source-backed Patient Capital bucket evidence: source text contains 'trust'.,https://www.sky9capital.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: to every engagement, and offer a unique, global perspective.” Seth Forsgren Producer AI “Sky9 is more than an investor—they are a trusted companion on the startup journey, offering"
claim-sky9-capital-intake-003,sky9-capital,Sky9 Capital,intake_patient-capital_bucket_signal,Sky9 Capital has source-backed Patient Capital bucket evidence: source text contains 'generational'.,https://www.sky9capital.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Sky9 Capital Sky9 Capital Home About Us Team Portfolio Public Goods News Contact Us About Us Team Portfolio Public Goods News Contact Us Backing exceptional founders building gener
claim-tiff-investment-management-intake-001,tiff-investment-management,TIFF Investment Management,intake_patient-capital_bucket_signal,TIFF Investment Management has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,https://www.tiff.org/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: r 35 years, TIFF has specialized in delivering client-centric advice and investment solutions specifically crafted to support the long-term mission and objectives of the organizati"
claim-tiff-investment-management-intake-002,tiff-investment-management,TIFF Investment Management,intake_patient-capital_bucket_signal,TIFF Investment Management has source-backed Patient Capital bucket evidence: source text contains 'steward'.,https://www.tiff.org/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: We empower nonprofits by maximizing their mission impact and financial stewardship.
claim-tiff-investment-management-intake-003,tiff-investment-management,TIFF Investment Management,intake_patient-capital_bucket_signal,TIFF Investment Management has source-backed Patient Capital bucket evidence: source text contains 'stewardship'.,https://www.tiff.org/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: We empower nonprofits by maximizing their mission impact and financial stewardship.
claim-tiff-investment-management-intake-004,tiff-investment-management,TIFF Investment Management,intake_patient-capital_bucket_signal,TIFF Investment Management has source-backed Patient Capital bucket evidence: source text contains 'mission'.,https://www.tiff.org/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Empowering Clients with Purpose-Aligned Culture TIFF’s values, goals, and behaviors are deeply connected to our clients' mission and purpose."
claim-tiff-investment-management-intake-005,tiff-investment-management,TIFF Investment Management,intake_patient-capital_bucket_signal,TIFF Investment Management has source-backed Patient Capital bucket evidence: source text contains 'purpose'.,https://www.tiff.org/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Empowering Clients with Purpose-Aligned Culture TIFF’s values, goals, and behaviors are deeply connected to our clients' mission and purpose."
claim-tiff-investment-management-intake-006,tiff-investment-management,TIFF Investment Management,intake_patient-capital_bucket_signal,TIFF Investment Management has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,https://www.tiff.org/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: We specialize in comprehensive Outsourced Chief Investment Officer (OCIO) and alternative investment strategies, including private equity, venture capital, and hedge funds, for end"
claim-tiff-investment-management-intake-007,tiff-investment-management,TIFF Investment Management,intake_patient-capital_bucket_signal,TIFF Investment Management has source-backed Patient Capital bucket evidence: source text contains 'endowment'.,https://www.tiff.org/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: We specialize in comprehensive Outsourced Chief Investment Officer (OCIO) and alternative investment strategies, including private equity, venture capital, and hedge funds, for end"
claim-tiff-investment-management-intake-008,tiff-investment-management,TIFF Investment Management,intake_patient-capital_bucket_signal,TIFF Investment Management has source-backed Patient Capital bucket evidence: source text contains 'trust'.,https://www.tiff.org/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: ent Manager Inquiry Insights Thought Leadership CIO Commentary TIFF Investment Forum People Upcoming Events & Webinars Contact Us Trusted Advice and Investment Solutions For over 3
claim-tiff-investment-management-intake-009,tiff-investment-management,TIFF Investment Management,intake_patient-capital_bucket_signal,TIFF Investment Management has source-backed Patient Capital bucket evidence: source text contains 'family office'.,https://www.tiff.org/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: We specialize in comprehensive Outsourced Chief Investment Officer (OCIO) and alternative investment strategies, including private equity, venture capital, and hedge funds, for end"
claim-tiff-investment-management-intake-010,tiff-investment-management,TIFF Investment Management,intake_patient-capital_bucket_signal,TIFF Investment Management has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://www.tiff.org/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: We empower nonprofits by maximizing their mission impact and financial stewardship.
claim-lowercarbon-capital-intake-001,lowercarbon-capital,Lowercarbon Capital,intake_sovereign-capital_bucket_signal,Lowercarbon Capital has source-backed Sovereign Capital bucket evidence: source text contains 'national'.,https://www.lowercarbon.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: The Lowercarbon team will do whatever it takes to support their portfolio, from the inception of an idea to the national launch of a product."
claim-lowercarbon-capital-intake-002,lowercarbon-capital,Lowercarbon Capital,intake_sovereign-capital_bucket_signal,Lowercarbon Capital has source-backed Sovereign Capital bucket evidence: source text contains 'clean energy'.,https://www.lowercarbon.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: And, it is my great fortune to call them partners as we build Crux to drive hundreds of billions into clean energy and decarbonization."
claim-lowercarbon-capital-intake-003,lowercarbon-capital,Lowercarbon Capital,intake_sovereign-capital_bucket_signal,Lowercarbon Capital has source-backed Sovereign Capital bucket evidence: source text contains 'decarbonization'.,https://www.lowercarbon.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: And, it is my great fortune to call them partners as we build Crux to drive hundreds of billions into clean energy and decarbonization."
claim-lowercarbon-capital-intake-004,lowercarbon-capital,Lowercarbon Capital,intake_sovereign-capital_bucket_signal,Lowercarbon Capital has source-backed Sovereign Capital bucket evidence: source text contains 'carbon removal'.,https://www.lowercarbon.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Eamon Jubbawy, Founder and CEO of Isometric, Carbon removal referees Click for more founder love Climate on the mind?"
claim-lowercarbon-capital-intake-005,lowercarbon-capital,Lowercarbon Capital,intake_sovereign-capital_bucket_signal,Lowercarbon Capital has source-backed Sovereign Capital bucket evidence: source text contains 'climate tech'.,https://www.lowercarbon.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: I would strongly recommend Lowercarbon as a top-choice partner to any climate tech founder and personally love their growing role in our venture as it scales.
claim-brex-capital-intake-001,brex-capital,Brex Capital,intake_sovereign-capital_bucket_signal,Brex Capital has source-backed Sovereign Capital bucket evidence: source text contains 'government'.,https://www.brex.com/product/capital,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: An investment in the Fund is not insured or guaranteed by the FDIC or any other government agency.
claim-brex-capital-intake-002,brex-capital,Brex Capital,intake_sovereign-capital_bucket_signal,Brex Capital has source-backed Sovereign Capital bucket evidence: source text contains 'national'.,https://www.brex.com/product/capital,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: (all unaffiliated institutions), pursuant to licenses by Mastercard International Inc."
claim-earth-foundry-intake-001,earth-foundry,Earth Foundry,intake_patient-capital_bucket_signal,Earth Foundry has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,https://www.earthfoundry.com/approach,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Trust and transparency allow us to build resilient long-term partnerships.
claim-earth-foundry-intake-002,earth-foundry,Earth Foundry,intake_patient-capital_bucket_signal,Earth Foundry has source-backed Patient Capital bucket evidence: source text contains 'purpose'.,https://www.earthfoundry.com/approach,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Earth Foundry’s unmatched platform is purpose built to capture this transformation with scale, precision, and conviction."
claim-earth-foundry-intake-003,earth-foundry,Earth Foundry,intake_patient-capital_bucket_signal,Earth Foundry has source-backed Patient Capital bucket evidence: source text contains 'trust'.,https://www.earthfoundry.com/approach,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Trust and transparency allow us to build resilient long-term partnerships.
claim-earth-foundry-intake-004,earth-foundry,Earth Foundry,intake_patient-capital_bucket_signal,Earth Foundry has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://www.earthfoundry.com/approach,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: DELIVERING MEANINGFUL IMPACT Diverse Leadership: 78% of portfolio with diverse / under-represented leadership 50% of our team are women Catalytic Capital: $1 Billion in follow on c
claim-earth-foundry-intake-005,earth-foundry,Earth Foundry,intake_patient-capital_bucket_signal,Earth Foundry has source-backed Patient Capital bucket evidence: source text contains 'long-term partner'.,https://www.earthfoundry.com/approach,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Trust and transparency allow us to build resilient long-term partnerships.
claim-soma-fellows-intake-001,soma-fellows,Soma Fellows,intake_patient-capital_bucket_signal,Soma Fellows has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,https://programs.somacap.com/fellows,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Led Apollo flight‑software development, coining ""software engineering"" 1960s-1990s Hedy Lamarr Co‑invented spread‑spectrum tech, foundation of Wi‑Fi & Bluetooth 1940s-1950s Robert "
claim-soma-fellows-intake-002,soma-fellows,Soma Fellows,intake_patient-capital_bucket_signal,Soma Fellows has source-backed Patient Capital bucket evidence: source text contains 'generational'.,https://programs.somacap.com/fellows,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: 3300 BCE Track 1: Up to $2m uncapped for your startup We will give you 24/7 concierge service, office space in SF or NY, customer intros, access to unicorn founder dinners and even"
claim-bessemer-trust-intake-001,bessemer-trust,Bessemer Trust,intake_patient-capital_bucket_signal,Bessemer Trust has source-backed Patient Capital bucket evidence: source text contains 'trust'.,https://www.bessemertrust.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Private Wealth Management & Investment Advisory | Bessemer Trust Private Wealth Management & Investment Advisory | Bessemer Trust Skip to main content Search close menu close Conta
claim-bessemer-trust-intake-002,bessemer-trust,Bessemer Trust,intake_patient-capital_bucket_signal,Bessemer Trust has source-backed Patient Capital bucket evidence: source text contains 'generations'.,https://www.bessemertrust.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: essional partners Serving clients together Insights for professional partners Client Login Home Page Enhancing private wealth for generations hide 50 2026 Milken Institute Global C
