lead_id,name,lead_type,website,source_urls,discovered_from,target_asset_class,target_entity_type,active_status,source_tier,priority,evidence_status,review_status,created_at,notes
intake-curated10-2f2fcc9ac912,Government of Singapore Investment Corporation (GIC),manual_curation,https://www.gic.com.sg/,https://www.gic.com.sg/,manual:claude_curation_round10_2026-05-28,Sovereign Capital,Singapore sovereign wealth,active,public_web,high,needs_verification,duplicate,2026-05-28,Curated round 10 on 2026-05-28. Singapore's GIC sovereign wealth fund. Intake promotion agent marked duplicate: duplicate entity domain: https://www.gic.com.sg/
intake-curated10-e39e960f97a3,Public Investment Fund (Saudi),manual_curation,https://www.pif.gov.sa/,https://www.pif.gov.sa/,manual:claude_curation_round10_2026-05-28,Sovereign Capital,Saudi sovereign wealth,active,public_web,high,needs_verification,duplicate,2026-05-28,Curated round 10 on 2026-05-28. Saudi Arabia's sovereign wealth fund. Intake promotion agent marked duplicate: duplicate entity domain: https://www.pif.gov.sa/
intake-web-c6dc0320b259,Buy & Sell Profitable Online Businesses,web_search_result,https://acquire.com,https://acquire.com,duckduckgo:target-004-smv,SMV,capital provider / fund / acquirer / platform,unknown,public_web,high,needs_verification,duplicate,2026-05-29,Public-web discovery result from query: software holding company acquire bootstrapped SaaS founders permanent home. Confirm source text before promotion. Intake promotion agent marked duplicate: duplicate entity domain: https://acquire.com/
intake-web-2737a4b00177,Patient Capital,web_search_result,https://acumen.org/patient-capital,https://acumen.org/patient-capital,duckduckgo:target-007-patient-capital,Patient Capital,patient capital provider / evergreen fund / holding company,unknown,public_web,high,needs_verification,duplicate,2026-05-29,Public-web discovery result from query: patient capital evergreen fund founders no forced exit software. Confirm source text before promotion. Intake promotion agent marked duplicate: duplicate entity domain: https://acumen.org/
intake-web-66b8b24df937,Bootstrapped SaaS The Complete Founder's Playbook,web_search_result,https://saasoperations.com/bootstrapped-saas,https://saasoperations.com/bootstrapped-saas,duckduckgo:target-023-lmv,LMV,LMV capital provider / indie fund / AI-native micro venture platform,unknown,public_web,medium,needs_verification,duplicate,2026-05-29,Public-web discovery result from query: bootstrapped SaaS calm company profitable indie founder community capital revenue. Confirm source text before promotion. Intake promotion agent marked duplicate: duplicate entity domain: https://saasoperations.com/bootstrapped-saas-success-stories
intake-web-2a4d2ca6d814,Who We Are,web_search_result,https://www.searchfundaccelerator.com/intro,https://www.searchfundaccelerator.com/intro,duckduckgo:target-030-search-eta,Search/ETA,search fund investor / ETA platform / acquisition community,unknown,public_web,medium,needs_verification,duplicate,2026-05-29,Public-web discovery result from query: search fund accelerator institutional investors first time CEO operator acquisition. Confirm source text before promotion. Intake promotion agent marked duplicate: duplicate entity domain: https://www.searchfundaccelerator.com
intake-web-c389fc1bcbdb,Why SFA?,web_search_result,https://www.searchfundaccelerator.com/model,https://www.searchfundaccelerator.com/model,duckduckgo:target-030-search-eta,Search/ETA,search fund investor / ETA platform / acquisition community,unknown,public_web,medium,needs_verification,duplicate,2026-05-29,Public-web discovery result from query: search fund accelerator institutional investors first time CEO operator acquisition. Confirm source text before promotion. Intake promotion agent marked duplicate: duplicate entity domain: https://www.searchfundaccelerator.com
intake-web-95b9f328fc9b,The SFA Advantage,web_search_result,https://www.searchfundaccelerator.com/the-sfa-advantage,https://www.searchfundaccelerator.com/the-sfa-advantage,duckduckgo:target-030-search-eta,Search/ETA,search fund investor / ETA platform / acquisition community,unknown,public_web,medium,needs_verification,duplicate,2026-05-29,Public-web discovery result from query: search fund accelerator institutional investors first time CEO operator acquisition. Confirm source text before promotion. Intake promotion agent marked duplicate: duplicate entity domain: https://www.searchfundaccelerator.com
intake-round12-75a2d409d5ca,Traction Capital,manual_curation,https://tractioncp.com/,https://tractioncp.com/,manual:claude_curation_round12_2026-05-29,Patient Capital,permanent equity holding company for Pacific Northwest businesses,active,public_web,high,needs_verification,duplicate,2026-05-29,Curated round12 on 2026-05-29. Homepage quote: We are not looking for companies that we can grow and then sell for a profit within 5 years. Intake promotion agent marked duplicate: duplicate entity domain: https://www.tractioncp.com/
intake-round12-ce7f6459e04d,Evergreen Services Group,manual_curation,https://www.evergreensg.com,https://www.evergreensg.com,manual:claude_curation_round12_2026-05-29,Patient Capital,permanent-hold operating holding company,active,public_web,high,needs_verification,duplicate,2026-05-29,"Curated round12 on 2026-05-29. Homepage quote: As a permanent owner, we are a true home for the companies we partner with Intake promotion agent marked duplicate: duplicate entity domain: https://www.evergreensg.com/"
intake-round12-5b8efa537973,Valsoft Corporation,manual_curation,https://www.valsoftcorp.com/,https://www.valsoftcorp.com/,manual:claude_curation_round12_2026-05-29,SMV,permanent-hold vertical market software acquirer,active,public_web,high,needs_verification,duplicate,2026-05-29,Curated round12 on 2026-05-29. Homepage quote: We acquire mission-critical software companies and support them for the long term. Intake promotion agent marked duplicate: duplicate entity domain: https://www.valsoftcorp.com/
intake-round12-ff4c1f3abf40,Michigan Founders Fund Pre-Accelerator,manual_curation,https://michiganfoundersfund.org/pre-accelerator/,https://michiganfoundersfund.org/pre-accelerator/,manual:claude_curation_round12_2026-05-29,LMV,equity-free pre-accelerator with non-dilutive grants,active,public_web,high,needs_verification,duplicate,2026-05-29,"Curated round12 on 2026-05-29. Homepage quote: MFFPA is a free, seven-week accelerator for early-stage companies with local roots. Intake promotion agent marked duplicate: duplicate entity domain: https://michiganfoundersfund.org/"
intake-round12-3a8587c12f90,The Freed Fellowship,manual_curation,https://freedfellowship.com/,https://freedfellowship.com/,manual:claude_curation_round12_2026-05-29,LMV,no-equity small business micro-grant fellowship,active,public_web,high,needs_verification,duplicate,2026-05-29,Curated round12 on 2026-05-29. Homepage quote: No strings attached. No equity required Intake promotion agent marked duplicate: duplicate entity domain: https://www.freedfellowship.com/
intake-round12-66c3c1f60fa5,Smash Ventures,manual_curation,https://smash.vc/,https://smash.vc/,manual:claude_curation_round12_2026-05-29,Search/ETA,self-funded search & independent sponsor equity investor,active,public_web,high,needs_verification,duplicate,2026-05-29,Curated round12 on 2026-05-29. Homepage quote: We invest in self-funded search and independent sponsor deals Intake promotion agent marked duplicate: duplicate entity domain: https://smash.vc/search-fund
intake-round12-3a84eeaf66fd,Alpine SG (Alpine Software Group),manual_curation,https://www.alpinesg.com/,https://www.alpinesg.com/,manual:claude_curation_round12_2026-05-29,Portfolio Capital,vertical SaaS buy-and-build acquirer / operating platform,active,public_web,high,needs_verification,duplicate,2026-05-29,"Curated round12 on 2026-05-29. Homepage quote: Each company runs independently yet benefits from shared expertise, resources, capital, and community. Intake promotion agent marked duplicate: duplicate entity domain: https://www.alpinesg.com/"
intake-round12-fee494b5e7f0,CHAPTERS Group AG,manual_curation,https://www.chaptersgroup.com/,https://www.chaptersgroup.com/,manual:claude_curation_round12_2026-05-29,Portfolio Capital,decentralized permanent-capital VMS holding company,active,public_web,high,needs_verification,duplicate,2026-05-29,Curated round12 on 2026-05-29. Homepage quote: We strongly believe in the power of decentralized organizations with great autonomy Intake promotion agent marked duplicate: duplicate entity domain: https://www.chaptersgroup.com/
intake-round12-67f78598ab01,FutureSight,manual_curation,https://futuresight.ventures,https://futuresight.ventures,manual:claude_curation_round12_2026-05-29,Portfolio Capital,B2B AI venture studio / co-founder,active,public_web,high,needs_verification,duplicate,2026-05-29,"Curated round12 on 2026-05-29. Homepage quote: We build vertical B2B AI software companies from day zero with values-driven, proven founders. Intake promotion agent marked duplicate: duplicate entity domain: https://futuresight.ventures/what-is-a-venture-studio"
intake-round13-35ac895135eb,Basecase,manual_curation,https://basecase.vc/,https://basecase.vc/,manual:claude_curation_round13_2026-05-29,LMV,solo-GP first-check fund,active,public_web,high,needs_verification,duplicate,2026-05-29,"Curated round13 on 2026-05-29. Homepage quote: i work with founders pre-product, pre-traction, and often pre-idea Intake promotion agent marked duplicate: duplicate entity domain: https://basecase.vc"
intake-round13-5f4557dca361,Mosaic Software Group,manual_curation,https://www.mosaicsoftwaregroup.com/,https://www.mosaicsoftwaregroup.com/,manual:claude_curation_round13_2026-05-29,Portfolio Capital,permanent-capital software holdco (buy-and-hold),active,public_web,high,needs_verification,duplicate,2026-05-29,Curated round13 on 2026-05-29. Homepage quote: Mosaic is the best permanent home for ambitious B2B software companies. Intake promotion agent marked duplicate: duplicate entity domain: https://www.mosaicsoftwaregroup.com
intake-web-fa45d466576c,Acquisition Criteria,web_search_result,https://www.csiandromeda.com/acquisition-criteria,https://www.csiandromeda.com/acquisition-criteria,duckduckgo:target-004-smv,SMV,software acquisition firm,unknown,public_web,high,needs_verification,duplicate,2026-05-29,Public-web discovery result from query: software holding company acquire bootstrapped SaaS founders permanent home. Confirm source text before promotion. Intake promotion agent marked duplicate: duplicate entity domain: https://www.csiandromeda.com
intake-web-097e0745e181,Startup Financing,web_search_result,https://www.lightercapital.com/how-it-works,https://www.lightercapital.com/how-it-works,duckduckgo:target-025-smv,SMV,capital provider / fund / acquirer / platform,unknown,public_web,high,needs_verification,duplicate,2026-05-29,Public-web discovery result from query: revenue based financing alternative venture capital growth founder friendly software. Confirm source text before promotion. Intake promotion agent marked duplicate: duplicate entity domain: https://www.lightercapital.com/
intake-web-9f4392ddd18f,Being Acquired,web_search_result,https://jonassoftware.com/being-acquired,https://jonassoftware.com/being-acquired,duckduckgo:target-020-patient-capital,Patient Capital,patient capital provider / evergreen fund / holding company,unknown,public_web,high,needs_verification,duplicate,2026-05-29,Public-web discovery result from query: permanent equity holding company acquire SMB software services no exit forever. Confirm source text before promotion. Intake promotion agent marked duplicate: duplicate entity domain: https://www.jonassoftware.com/
intake-web-53505e362909,"Vesta Software Group, We Acquire, Invest & Grow. Forever!",web_search_result,https://www.vestasoftwaregroup.com,https://www.vestasoftwaregroup.com,duckduckgo:target-020-patient-capital,Patient Capital,patient capital provider / evergreen fund / holding company,unknown,public_web,high,needs_verification,duplicate,2026-05-29,Public-web discovery result from query: permanent equity holding company acquire SMB software services no exit forever. Confirm source text before promotion. Intake promotion agent marked duplicate: duplicate entity domain: https://www.vestasoftwaregroup.com/
intake-round16-33f2d8b75dc8,WayFinder Capital (Australia),manual_curation,https://www.wayfindercapital.com.au/,https://www.wayfindercapital.com.au/,manual:claude_curation_round16_2026-05-29,Search/ETA,Australian institutional search fund,active,public_web,high,needs_verification,duplicate,2026-05-29,Curated round16 on 2026-05-29. Homepage quote: Australia's first institutional fund to exclusively focus on investing in Search Funds Intake promotion agent marked duplicate: duplicate entity domain: https://www.wayfindercapital.com.au/
intake-round16-7f39fc9c1eb7,Legacy Partners (Germany),manual_curation,https://www.legacy-partners.de/en/search-fund,https://www.legacy-partners.de/en/search-fund,manual:claude_curation_round16_2026-05-29,Search/ETA,German search fund investor,active,public_web,high,needs_verification,duplicate,2026-05-29,Curated round16 on 2026-05-29. Homepage quote: empower them to find and acquire enduringly profitable companies Intake promotion agent marked duplicate: duplicate entity domain: https://www.legacy-partners.de/en/search-fund
