log_op,log_reason,log_timestamp,log_source_csv,entity_id,name,primary_asset_class,secondary_asset_classes,entity_type,website,active_status,source_tier,geography,sector_focus,capital_model,instrument_types,target_company_profile,non_unicorn_thesis,ecosystem_role,fit_score,evidence_status,last_verified_at,notes,lead_id,lead_type,source_urls,discovered_from,target_asset_class,target_entity_type,priority,review_status,created_at
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,solo-founder-ai-tools,Solo Founder AI Tools,LMV,Unknown Candidate,LMV capital provider / indie fund / AI-native micro venture platform,https://entrepreneurloop.com/solo-founder-ai-tools,unknown,public_web,Unknown,Unknown,Unknown,unknown,LMV capital provider / indie fund / AI-native micro venture platform,candidate supports industry mapping outside or adjacent to classic unicorn VC,LMV capital provider / indie fund / AI-native micro venture platform,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,the-quiet-rise-of-profitable-indie-hackers-in-2026,The Quiet Rise of Profitable Indie Hackers in 2026,LMV,Unknown Candidate,LMV capital provider / indie fund / AI-native micro venture platform,https://upstartzen.com/quiet-rise-profitable-indie-hackers,unknown,public_web,Unknown,Unknown,Unknown,unknown,LMV capital provider / indie fund / AI-native micro venture platform,candidate supports industry mapping outside or adjacent to classic unicorn VC,LMV capital provider / indie fund / AI-native micro venture platform,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,vibe-coding-for-solo-founders-and-indie-hackers,Vibe Coding for Solo Founders and Indie Hackers,LMV,Unknown Candidate,LMV capital provider / indie fund / AI-native micro venture platform,https://vibecodingauthority.com/vibe-coding-for-solo-founders,unknown,public_web,Unknown,Unknown,Unknown,unknown,LMV capital provider / indie fund / AI-native micro venture platform,candidate supports industry mapping outside or adjacent to classic unicorn VC,LMV capital provider / indie fund / AI-native micro venture platform,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,what-is-a-venture-studio-the-venture-studio-model-explained,What Is a Venture Studio? The Venture Studio Model Explained,Portfolio Capital,Unknown Candidate,venture studio,https://futuresight.ventures/what-is-a-venture-studio,unknown,public_web,Unknown,Unknown,Unknown,unknown,venture studio,candidate supports industry mapping outside or adjacent to classic unicorn VC,venture studio,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,7-actionable-bootstrapped-saas-success-stories-playbooks-for-2025,7 Actionable Bootstrapped SaaS Success Stories & Playbooks for 2025,LMV,Unknown Candidate,LMV capital provider / indie fund / AI-native micro venture platform,https://saasoperations.com/bootstrapped-saas-success-stories,unknown,public_web,Unknown,Unknown,Unknown,unknown,LMV capital provider / indie fund / AI-native micro venture platform,candidate supports industry mapping outside or adjacent to classic unicorn VC,LMV capital provider / indie fund / AI-native micro venture platform,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,danantara-sovereign-ai-fund-launching,Danantara Sovereign AI Fund Launching,Sovereign Capital,Unknown Candidate,sovereign or public strategic capital provider,https://blog.hi-fella.com/danantara-sovereign-ai-fund,unknown,public_web,Unknown,Unknown,Unknown,unknown,sovereign or public strategic capital provider,candidate supports industry mapping outside or adjacent to classic unicorn VC,sovereign or public strategic capital provider,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,software-valuation-multiples,Software Valuation Multiples,SMV,Unknown Candidate,capital provider / fund / acquirer / platform,https://aventis-advisors.com/software-valuation-multiples,unknown,public_web,Unknown,Unknown,Unknown,unknown,capital provider / fund / acquirer / platform,candidate supports industry mapping outside or adjacent to classic unicorn VC,capital provider / fund / acquirer / platform,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,view-portfolio,view portfolio,Portfolio Capital,Unknown Candidate,directory-listed Portfolio Capital candidate,https://velasoftwaregroup.com/,unknown,public_web,Unknown,Unknown,Unknown,unknown,directory-listed Portfolio Capital candidate,candidate supports industry mapping outside or adjacent to classic unicorn VC,directory-listed Portfolio Capital candidate,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,hawk-infinity-software,Hawk Infinity Software,SMV,Unknown Candidate,article-listed Portfolio Capital candidate,https://hawkinfinity.com/,unknown,public_web,Unknown,Unknown,Unknown,unknown,article-listed Portfolio Capital candidate,candidate supports industry mapping outside or adjacent to classic unicorn VC,article-listed Portfolio Capital candidate,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,salesforce,Salesforce,SMV,Unknown Candidate,article-listed Portfolio Capital candidate,https://www.salesforce.com/,unknown,public_web,Unknown,Unknown,Unknown,unknown,article-listed Portfolio Capital candidate,candidate supports industry mapping outside or adjacent to classic unicorn VC,article-listed Portfolio Capital candidate,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,trustmrr,TrustMRR,LMV,Unknown Candidate,article-listed LMV candidate,https://trustmrr.com/,unknown,public_web,Unknown,Unknown,Unknown,unknown,article-listed LMV candidate,candidate supports industry mapping outside or adjacent to classic unicorn VC,article-listed LMV candidate,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,baremetrics,Baremetrics,LMV,Unknown Candidate,article-mentioned candidate (target LMV),https://baremetrics.com/,unknown,public_web,Unknown,Unknown,Unknown,unknown,article-mentioned candidate (target LMV),candidate supports industry mapping outside or adjacent to classic unicorn VC,article-mentioned candidate (target LMV),62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
demote_to_queue,mega-pe-scope-review,2026-05-28T21:49:18+00:00,industry_entities.csv,blue-owl-capital,Blue Owl Capital,Patient Capital,Unknown Candidate,alternative asset manager,https://www.blueowl.com/,active,public_web,Unknown,Unknown,Unknown,unknown,alternative asset manager,candidate supports industry mapping outside or adjacent to classic unicorn VC,alternative asset manager,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,bootstrappers,Bootstrappers,LMV,Unknown Candidate,article-mentioned candidate (target LMV),https://bootstrappers.com/,unknown,public_web,Unknown,Unknown,Unknown,unknown,article-mentioned candidate (target LMV),candidate supports industry mapping outside or adjacent to classic unicorn VC,article-mentioned candidate (target LMV),62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
demote_to_queue,mega-pe-scope-review,2026-05-28T21:49:18+00:00,industry_entities.csv,golub-capital,Golub Capital,SMV,Unknown Candidate,middle-market direct lender,https://www.golubcapital.com/,active,public_web,Unknown,Unknown,Unknown,unknown,middle-market direct lender,candidate supports industry mapping outside or adjacent to classic unicorn VC,middle-market direct lender,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,peter-lohmann,Peter Lohmann,SMV,Unknown Candidate,mini-Berkshires commentator + operator,https://www.peterlohmann.com/,active,public_web,Unknown,Unknown,Unknown,unknown,mini-Berkshires commentator + operator,candidate supports industry mapping outside or adjacent to classic unicorn VC,mini-Berkshires commentator + operator,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,saasplaybook,Saasplaybook,LMV,Unknown Candidate,article-mentioned candidate (target LMV),https://saasplaybook.com/,unknown,public_web,Unknown,Unknown,Unknown,unknown,article-mentioned candidate (target LMV),candidate supports industry mapping outside or adjacent to classic unicorn VC,article-mentioned candidate (target LMV),62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,ibm,IBM,Patient Capital,Unknown Candidate,article-listed Portfolio Capital candidate,https://www.ibm.com/,unknown,public_web,Unknown,Unknown,Unknown,unknown,article-listed Portfolio Capital candidate,candidate supports industry mapping outside or adjacent to classic unicorn VC,article-listed Portfolio Capital candidate,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,local-government-software,Local Government Software,Patient Capital,Unknown Candidate,capital provider / fund / acquirer / platform,https://opengov.com,unknown,public_web,Unknown,Unknown,Unknown,unknown,capital provider / fund / acquirer / platform,candidate supports industry mapping outside or adjacent to classic unicorn VC,capital provider / fund / acquirer / platform,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,motorola-solutions,Motorola Solutions,Patient Capital,Unknown Candidate,article-listed Portfolio Capital candidate,https://www.motorolasolutions.com/,unknown,public_web,Unknown,Unknown,Unknown,unknown,article-listed Portfolio Capital candidate,candidate supports industry mapping outside or adjacent to classic unicorn VC,article-listed Portfolio Capital candidate,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,the-fundless-sponsor-explained,The Fundless Sponsor Explained,Search/ETA,Unknown Candidate,search fund investor / ETA platform / acquisition community,https://1719partners.com/the-fundless-sponsor-how-it-works,unknown,public_web,Unknown,Unknown,Unknown,unknown,search fund investor / ETA platform / acquisition community,candidate supports industry mapping outside or adjacent to classic unicorn VC,search fund investor / ETA platform / acquisition community,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
demote_to_queue,mega-pe-scope-review,2026-05-28T21:49:18+00:00,industry_entities.csv,bain-capital,Bain Capital,Patient Capital,Unknown Candidate,article-listed SMV candidate,https://www.baincapital.com/,unknown,public_web,Unknown,Unknown,Unknown,unknown,article-listed SMV candidate,candidate supports industry mapping outside or adjacent to classic unicorn VC,article-listed SMV candidate,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,explore-our-saas-m-a-deal-database,Explore Our SaaS M&A Deal Database,Patient Capital,Unknown Candidate,venture studio / startup studio / software holding company,https://softwareequity.com/saas-ma-deal-database,unknown,public_web,Unknown,Unknown,Unknown,unknown,venture studio / startup studio / software holding company,candidate supports industry mapping outside or adjacent to classic unicorn VC,venture studio / startup studio / software holding company,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,founder-programs,Founder Programs,Patient Capital,Unknown Candidate,capital provider / fund / acquirer / platform,https://500.co/founders,unknown,public_web,Unknown,Unknown,Unknown,unknown,capital provider / fund / acquirer / platform,candidate supports industry mapping outside or adjacent to classic unicorn VC,capital provider / fund / acquirer / platform,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
demote_to_queue,mega-pe-scope-review,2026-05-28T21:49:18+00:00,industry_entities.csv,francisco-partners,Francisco Partners,SMV,Unknown Candidate,article-listed SMV candidate,https://www.franciscopartners.com/,unknown,public_web,Unknown,Unknown,Unknown,unknown,article-listed SMV candidate,candidate supports industry mapping outside or adjacent to classic unicorn VC,article-listed SMV candidate,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
demote_to_queue,mega-pe-scope-review,2026-05-28T21:49:18+00:00,industry_entities.csv,keensight-capital,Keensight Capital,SMV,Unknown Candidate,article-listed SMV candidate,https://keensight.com/,unknown,public_web,Unknown,Unknown,Unknown,unknown,article-listed SMV candidate,candidate supports industry mapping outside or adjacent to classic unicorn VC,article-listed SMV candidate,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
demote_to_queue,mega-pe-scope-review,2026-05-28T21:49:18+00:00,industry_entities.csv,vista-equity-partners,Vista Equity Partners,Patient Capital,Unknown Candidate,article-listed SMV candidate,https://www.vistaequitypartners.com/,unknown,public_web,Unknown,Unknown,Unknown,unknown,article-listed SMV candidate,candidate supports industry mapping outside or adjacent to classic unicorn VC,article-listed SMV candidate,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,learn-ai-for-entrepreneurs,Learn AI for Entrepreneurs,LMV,Unknown Candidate,LMV capital provider / indie fund / AI-native micro venture platform,https://findskill.ai/learn-ai-for-entrepreneurs,unknown,public_web,Unknown,Unknown,Unknown,unknown,LMV capital provider / indie fund / AI-native micro venture platform,candidate supports industry mapping outside or adjacent to classic unicorn VC,LMV capital provider / indie fund / AI-native micro venture platform,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,startup-studio-vs-venture-builder,Startup Studio vs Venture Builder,Portfolio Capital,Unknown Candidate,venture studio,https://hidayatrizvi.com/startup-studio-vs-venture-builder,unknown,public_web,Unknown,Unknown,Unknown,unknown,venture studio,candidate supports industry mapping outside or adjacent to classic unicorn VC,venture studio,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,welcome-to-pathstone,Welcome to Pathstone,Patient Capital,Unknown Candidate,patient capital provider / evergreen fund / holding company,https://pathstone.com,unknown,public_web,Unknown,Unknown,Unknown,unknown,patient capital provider / evergreen fund / holding company,candidate supports industry mapping outside or adjacent to classic unicorn VC,patient capital provider / evergreen fund / holding company,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,what-is-royalty-financing,What is Royalty Financing?,SMV,Unknown Candidate,capital provider / fund / acquirer / platform,https://startup101.com/what-is-royalty-financing,unknown,public_web,Unknown,Unknown,Unknown,unknown,capital provider / fund / acquirer / platform,candidate supports industry mapping outside or adjacent to classic unicorn VC,capital provider / fund / acquirer / platform,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,2025-plumbing-industry-report,2025 Plumbing Industry Report,Portfolio Capital,Unknown Candidate,venture studio / startup studio / software holding company,https://www.atlanticcoastbusinessbrokers.com/plumbing-industry-report-2025,unknown,public_web,Unknown,Unknown,Unknown,unknown,venture studio / startup studio / software holding company,candidate supports industry mapping outside or adjacent to classic unicorn VC,venture studio / startup studio / software holding company,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,cloud-solutions-for-broadcast-ctv-and-fast,"Cloud Solutions for Broadcast, CTV and FAST",Patient Capital,Unknown Candidate,venture studio / startup studio / software holding company,https://www.amagi.com,unknown,public_web,Unknown,Unknown,Unknown,unknown,venture studio / startup studio / software holding company,candidate supports industry mapping outside or adjacent to classic unicorn VC,venture studio / startup studio / software holding company,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,funded,Funded!,LMV,Unknown Candidate,LMV capital provider / indie fund / AI-native micro venture platform,https://thebootstrappedfounder.com/funded,unknown,public_web,Unknown,Unknown,Unknown,unknown,LMV capital provider / indie fund / AI-native micro venture platform,candidate supports industry mapping outside or adjacent to classic unicorn VC,LMV capital provider / indie fund / AI-native micro venture platform,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,independent-sponsor-model,Independent Sponsor Model,Search/ETA,Unknown Candidate,search fund investor / ETA platform / acquisition community,https://www.accesscappartners.com/the-independent-sponsor-model,unknown,public_web,Unknown,Unknown,Unknown,unknown,search fund investor / ETA platform / acquisition community,candidate supports industry mapping outside or adjacent to classic unicorn VC,search fund investor / ETA platform / acquisition community,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_entities,obvious non-allocator (article title / tech corp / SaaS product / generic term),2026-05-28T21:49:18+00:00,industry_entities.csv,sell-your-micro-saas,Sell Your Micro SaaS,SMV,Unknown Candidate,holding company,https://www.dcoopholdings.com,unknown,public_web,Unknown,Unknown,Unknown,unknown,holding company,candidate supports industry mapping outside or adjacent to classic unicorn VC,holding company,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.,,,,,,,,,
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,Startup Capital With Zero Dilution,,,,https://www.lightercapital.com,unknown,public_web,,,,,,,,,needs_verification,,Public-web discovery result from query: revenue based financing SaaS non dilutive capital providers. Confirm source text before promotion. Intake promotion agent marked duplicate: duplicate entity domain: https://www.lightercapital.com/,intake-web-f182b9978f9c,web_search_result,https://www.lightercapital.com,duckduckgo:target-006-instrument,SMV,capital provider / fund / acquirer / platform,high,duplicate,2026-05-23
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,AI Startup Investment Roundups 2026,,,,https://aifundingtracker.com,unknown,public_web,,,,,,,,,candidate_evidence,,Public-web discovery result from query: acquisition-first venture fund startups M&A lens. Confirm source text before promotion. Intake promotion agent needs more source support: target class SMV has only 1 source-text bucket signal(s); 2 required Promoted as SMV candidate from https://aifundingtracker.com with 2 source-backed bucket claims. Human review required before paper use.,intake-web-b49428e6bd3a,web_search_result,https://aifundingtracker.com,duckduckgo:target-001-smv,SMV,capital provider / fund / acquirer / platform,high,promoted,2026-05-24
