claim_id,entity_id,entity_name,claim_type,claim,source_url,source_type,source_quality,source_tier,evidence_status,last_verified_at,notes
claim-vibe-coding-for-solo-founders-and-indie-hackers-intake-001,vibe-coding-for-solo-founders-and-indie-hackers,Vibe Coding for Solo Founders and Indie Hackers,intake_lmv_bucket_signal,Vibe Coding for Solo Founders and Indie Hackers has source-backed LMV bucket evidence: source text contains 'indie'.,https://vibecodingauthority.com/vibe-coding-for-solo-founders,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: A solo founder with a design or product background operates closer to the non-programmer end; a technical indie hacker with 5 or more years of prior development experience operates
claim-vibe-coding-for-solo-founders-and-indie-hackers-intake-002,vibe-coding-for-solo-founders-and-indie-hackers,Vibe Coding for Solo Founders and Indie Hackers,intake_lmv_bucket_signal,Vibe Coding for Solo Founders and Indie Hackers has source-backed LMV bucket evidence: source text contains 'solo founder'.,https://vibecodingauthority.com/vibe-coding-for-solo-founders,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: A solo founder with a design or product background operates closer to the non-programmer end; a technical indie hacker with 5 or more years of prior development experience operates
claim-vibe-coding-for-solo-founders-and-indie-hackers-intake-003,vibe-coding-for-solo-founders-and-indie-hackers,Vibe Coding for Solo Founders and Indie Hackers,intake_lmv_bucket_signal,Vibe Coding for Solo Founders and Indie Hackers has source-backed LMV bucket evidence: source text contains 'one-person'.,https://vibecodingauthority.com/vibe-coding-for-solo-founders,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: This page covers how vibe coding applies specifically to one-person ventures, the mechanics that make it viable, the scenarios where it delivers the most value, and the decision bo"
claim-danantara-sovereign-ai-fund-launching-intake-001,danantara-sovereign-ai-fund-launching,Danantara Sovereign AI Fund Launching,intake_sovereign-capital_bucket_signal,Danantara Sovereign AI Fund Launching has source-backed Sovereign Capital bucket evidence: source text contains 'sovereign'.,https://blog.hi-fella.com/danantara-sovereign-ai-fund,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Jump to a Section The Rise of Sovereign AI Funds and Strategic National Interests Danantara’s Role and the Timeline to 2027–2029 Global AI Investment Landscape and Competitive Pres
claim-danantara-sovereign-ai-fund-launching-intake-002,danantara-sovereign-ai-fund-launching,Danantara Sovereign AI Fund Launching,intake_sovereign-capital_bucket_signal,Danantara Sovereign AI Fund Launching has source-backed Sovereign Capital bucket evidence: source text contains 'sovereign wealth'.,https://blog.hi-fella.com/danantara-sovereign-ai-fund,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Governments and sovereign wealth funds are moving onto the playing field, recognizing AI not simply as a technology but as a strategic resource, one as critical as oil in the 20th "
claim-danantara-sovereign-ai-fund-launching-intake-003,danantara-sovereign-ai-fund-launching,Danantara Sovereign AI Fund Launching,intake_sovereign-capital_bucket_signal,Danantara Sovereign AI Fund Launching has source-backed Sovereign Capital bucket evidence: source text contains 'government'.,https://blog.hi-fella.com/danantara-sovereign-ai-fund,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Governments and sovereign wealth funds are moving onto the playing field, recognizing AI not simply as a technology but as a strategic resource, one as critical as oil in the 20th "
claim-danantara-sovereign-ai-fund-launching-intake-004,danantara-sovereign-ai-fund-launching,Danantara Sovereign AI Fund Launching,intake_sovereign-capital_bucket_signal,Danantara Sovereign AI Fund Launching has source-backed Sovereign Capital bucket evidence: source text contains 'national'.,https://blog.hi-fella.com/danantara-sovereign-ai-fund,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Jump to a Section The Rise of Sovereign AI Funds and Strategic National Interests Danantara’s Role and the Timeline to 2027–2029 Global AI Investment Landscape and Competitive Pres
claim-software-valuation-multiples-intake-001,software-valuation-multiples,Software Valuation Multiples,intake_smv_bucket_signal,Software Valuation Multiples has source-backed SMV bucket evidence: source text contains 'vertical saas'.,https://aventis-advisors.com/software-valuation-multiples,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Public pricing now rewards cash flow, sustainable margins, and efficient growth; trends such as AI adoption, vertical SaaS, and usage-based pricing also shape investor expectations"
claim-software-valuation-multiples-intake-002,software-valuation-multiples,Software Valuation Multiples,intake_smv_bucket_signal,Software Valuation Multiples has source-backed SMV bucket evidence: source text contains 'recurring revenue'.,https://aventis-advisors.com/software-valuation-multiples,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: and European software markets Business model and growth profile , including the impact of recurring revenues and profitability on EV/Revenue and EV/EBITDA multiples The dataset inc"
claim-software-valuation-multiples-intake-003,software-valuation-multiples,Software Valuation Multiples,intake_smv_bucket_signal,Software Valuation Multiples has source-backed SMV bucket evidence: source text contains 'profitable'.,https://aventis-advisors.com/software-valuation-multiples,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Over the past decade, valuation multiples have shifted sharply as investor priorities moved from growth at all costs to efficient, profitable expansion."
claim-view-portfolio-intake-001,view-portfolio,view portfolio,intake_portfolio-capital_bucket_signal,view portfolio has source-backed Portfolio Capital bucket evidence: source text contains 'operating group'.,https://velasoftwaregroup.com/,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Vela Software is an operating group of Constellation Software Inc., a leading provider of software and services to a diversified group of public and private sector markets."
claim-view-portfolio-intake-002,view-portfolio,view portfolio,intake_portfolio-capital_bucket_signal,view portfolio has source-backed Portfolio Capital bucket evidence: source text contains 'roll up'.,https://velasoftwaregroup.com/,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: .com 66 Wellington Street West Suite 5300 TD Bank Tower Toronto, Ontario M5K 1E6 Canada © 2026 Vela Software International Inc. Scroll Up"
claim-hawk-infinity-software-intake-001,hawk-infinity-software,Hawk Infinity Software,intake_smv_bucket_signal,Hawk Infinity Software has source-backed SMV bucket evidence: source text contains 'founder-led'.,https://hawkinfinity.com/,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Hawk Infinity – The Company Home Hawk Infinity – The Company Home What we look for Portfolio Team Investor portal Bond What we look for Portfolio Team Investor portal Bond New owne
claim-hawk-infinity-software-intake-002,hawk-infinity-software,Hawk Infinity Software,intake_smv_bucket_signal,Hawk Infinity Software has source-backed SMV bucket evidence: source text contains 'profitable'.,https://hawkinfinity.com/,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Compounding returns Our compounding model is simple, yet has delivered ~40% annual return to shareholders over many years: Only buy good businesses that generate solid cash flow He"
claim-salesforce-intake-001,salesforce,Salesforce,intake_smv_bucket_signal,Salesforce has source-backed SMV bucket evidence: source text contains 'recurring revenue'.,https://www.salesforce.com/,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Explore technology solutions Unlock Partner Growth Drive Recurring Revenue Travel, Transportation & Hospitality Back Travel, Transportation & Hospitality Deliver connected experien"
claim-salesforce-intake-002,salesforce,Salesforce,intake_smv_bucket_signal,Salesforce has source-backed SMV bucket evidence: source text contains 'profitable'.,https://www.salesforce.com/,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Explore engineering, construction, and real estate solutions Real Estate Engineering & Construction Residential & Commercial Services Consumer Goods Back Consumer Goods Deliver pro"
claim-salesforce-intake-003,salesforce,Salesforce,intake_smv_bucket_signal,Salesforce has source-backed SMV bucket evidence: source text contains 'profitable growth'.,https://www.salesforce.com/,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Explore engineering, construction, and real estate solutions Real Estate Engineering & Construction Residential & Commercial Services Consumer Goods Back Consumer Goods Deliver pro"
claim-trustmrr-intake-001,trustmrr,TrustMRR,intake_lmv_bucket_signal,TrustMRR has source-backed LMV bucket evidence: source text contains 'indie'.,https://alignify.co/insights/indie-hackers,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: This guide covers core concepts, global success stories, and practical resources to help you understand the indie hacker ecosystem."
claim-trustmrr-intake-002,trustmrr,TrustMRR,intake_lmv_bucket_signal,TrustMRR has source-backed LMV bucket evidence: source text contains 'indie hacker'.,https://alignify.co/insights/indie-hackers,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: This guide covers core concepts, global success stories, and practical resources to help you understand the indie hacker ecosystem."
claim-trustmrr-intake-003,trustmrr,TrustMRR,intake_lmv_bucket_signal,TrustMRR has source-backed LMV bucket evidence: source text contains 'solo founder'.,https://alignify.co/insights/indie-hackers,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Kostja Updated on April 20, 2026 18 min read Share What Are Indie Hackers Definition and Characteristics Indie Hackers (also called Indie Developers or Bootstrapped Founders) are e"
claim-trustmrr-intake-004,trustmrr,TrustMRR,intake_lmv_bucket_signal,TrustMRR has source-backed LMV bucket evidence: source text contains 'micro-saas'.,https://alignify.co/insights/indie-hackers,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Product Types Indie hacker product types include: Micro-SaaS targets specific niche markets, like Tweet Hunter and SiteGPT; AI tools leverage AI to solve specific problems, like Ph"
claim-trustmrr-intake-005,trustmrr,TrustMRR,intake_lmv_bucket_signal,TrustMRR has source-backed LMV bucket evidence: source text contains 'tiny team'.,https://alignify.co/insights/indie-hackers,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Gary Brewer : BuiltWith ; automation-heavy scale with a tiny team.
claim-trustmrr-intake-006,trustmrr,TrustMRR,intake_lmv_bucket_signal,TrustMRR has source-backed LMV bucket evidence: source text contains 'one-person'.,https://alignify.co/insights/indie-hackers,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: m Kanstein course, no-code rapid idea validation, lower development barriers Company of One Book ⭐ Must-read Paid By Paul Jarvis, one-person company philosophy, sustainable growth "
claim-baremetrics-intake-001,baremetrics,Baremetrics,intake_lmv_bucket_signal,Baremetrics has source-backed LMV bucket evidence: source text contains 'indie'.,https://saasoperations.com/bootstrapped-saas-success-stories/,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Indie Hackers If you're looking for raw, unfiltered bootstrapped SaaS success stories , Indie Hackers is ground zero."
claim-baremetrics-intake-002,baremetrics,Baremetrics,intake_lmv_bucket_signal,Baremetrics has source-backed LMV bucket evidence: source text contains 'indie hacker'.,https://saasoperations.com/bootstrapped-saas-success-stories/,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Indie Hackers If you're looking for raw, unfiltered bootstrapped SaaS success stories , Indie Hackers is ground zero."
claim-baremetrics-intake-003,baremetrics,Baremetrics,intake_lmv_bucket_signal,Baremetrics has source-backed LMV bucket evidence: source text contains 'micro-saas'.,https://saasoperations.com/bootstrapped-saas-success-stories/,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Many of the stories you'll find on Indie Hackers focus on building a bootstrapped Micro-SaaS , which offers a more manageable entry point for new founders."
claim-blue-owl-capital-intake-001,blue-owl-capital,Blue Owl Capital,intake_patient-capital_bucket_signal,Blue Owl Capital has source-backed Patient Capital bucket evidence: source text contains 'permanent capital'.,https://www.blueowl.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: ut GP Strategic Capital → Credit $159.2B Real Assets $85.1B GP Strategic Capital $70.6B Total AUM $315B 1,390 + Employees $224B + Permanent capital 15 + Markets MARKET COMMENTARY I"
claim-blue-owl-capital-intake-002,blue-owl-capital,Blue Owl Capital,intake_patient-capital_bucket_signal,Blue Owl Capital has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,https://www.blueowl.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Learn about Real Assets → Highlights Flexible solutions with $85.1B AUM 6,145+ 1 properties owned More than 865 1 tenant relationships/partnerships Learn about Real Assets → GP Str"
claim-blue-owl-capital-intake-003,blue-owl-capital,Blue Owl Capital,intake_patient-capital_bucket_signal,Blue Owl Capital has source-backed Patient Capital bucket evidence: source text contains 'steward'.,https://www.blueowl.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Learn more Institutional investors Stewards of capital.
claim-bootstrappers-intake-001,bootstrappers,Bootstrappers,intake_lmv_bucket_signal,Bootstrappers has source-backed LMV bucket evidence: source text contains 'indie'.,https://saasoperations.com/bootstrapped-saas-success-stories/,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Indie Hackers If you're looking for raw, unfiltered bootstrapped SaaS success stories , Indie Hackers is ground zero."
