claim_id,entity_id,entity_name,claim_type,claim,source_url,source_type,source_quality,source_tier,evidence_status,last_verified_at,notes
claim-amana-mutual-funds-intake-004,amana-mutual-funds,Amana Mutual Funds,intake_patient-capital_bucket_signal,Amana Mutual Funds has source-backed Patient Capital bucket evidence: source text contains 'stewardship'.,https://www.amanafunds.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-29,"Auto-promoted intake evidence; not paper-ready. Snippet: After a lifetime of friendship and faithful stewardship of the funds they founded together, Dr."
claim-amana-mutual-funds-intake-005,amana-mutual-funds,Amana Mutual Funds,intake_patient-capital_bucket_signal,Amana Mutual Funds has source-backed Patient Capital bucket evidence: source text contains 'charitable'.,https://www.amanafunds.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-29,"Auto-promoted intake evidence; not paper-ready. Snippet: Dadabhoy is active with charitable and community activities, co-founding the UPLIFT Charitable Corporation in 2006."
claim-amana-mutual-funds-intake-006,amana-mutual-funds,Amana Mutual Funds,intake_patient-capital_bucket_signal,Amana Mutual Funds has source-backed Patient Capital bucket evidence: source text contains 'trust'.,https://www.amanafunds.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-29,"Auto-promoted intake evidence; not paper-ready. Snippet: Today, Saturna Capital serves as adviser to the Amana Mutual Funds Trust."
claim-amana-mutual-funds-intake-007,amana-mutual-funds,Amana Mutual Funds,intake_patient-capital_bucket_signal,Amana Mutual Funds has source-backed Patient Capital bucket evidence: source text contains 'legacy'.,https://www.amanafunds.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-29,"Auto-promoted intake evidence; not paper-ready. Snippet: Our disciplined, quality-focused investment process seeks to deliver cost- and tax-efficient portfolios designed to serve as durable, long-term allocations within a diversified inv"
claim-stellation-capital-intake-001,stellation-capital,Stellation Capital,intake_patient-capital_bucket_signal,Stellation Capital has source-backed Patient Capital bucket evidence: source text contains 'mission'.,https://stellation.vc,fetched_source_page,primary,public_web,candidate_evidence,2026-05-29,Auto-promoted intake evidence; not paper-ready. Snippet: Stellation Capital Stellation Capital 0 Skip to Content What We Do Who We Are Who We Believe In Open Menu Close Menu What We Do Who We Are Who We Believe In Open Menu Close Menu Wh
claim-stellation-capital-intake-002,stellation-capital,Stellation Capital,intake_patient-capital_bucket_signal,Stellation Capital has source-backed Patient Capital bucket evidence: source text contains 'mission-driven'.,https://stellation.vc,fetched_source_page,primary,public_web,candidate_evidence,2026-05-29,"Auto-promoted intake evidence; not paper-ready. Snippet: WHO WE ARE Join a constellation of portfolio founders who are mission-driven, diverse, creative, and ambitious."
claim-ascendx-intake-001,ascendx,AscendX,intake_patient-capital_bucket_signal,AscendX has source-backed Patient Capital bucket evidence: source text contains 'mission'.,https://ascendx.cloud/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-29,"Auto-promoted intake evidence; not paper-ready. Snippet: , built for faster value delivery Modular solutions - adopt what you need, scale as you grow Enterprise-ready. Secure, compliant, mission-critical. Performance first - designed to "
claim-ascendx-intake-002,ascendx,AscendX,intake_patient-capital_bucket_signal,AscendX has source-backed Patient Capital bucket evidence: source text contains 'trust'.,https://ascendx.cloud/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-29,Auto-promoted intake evidence; not paper-ready. Snippet: Trusted by industry leaders - including Fortune 500 enterprises Explore Salesforce solutions powering the entire revenue journey One connected portfolio.
claim-arcapita-intake-001,arcapita,Arcapita,intake_patient-capital_bucket_signal,Arcapita has source-backed Patient Capital bucket evidence: source text contains 'mission'.,https://arcapita.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-30,"Auto-promoted intake evidence; not paper-ready. Snippet: Learn more Logistics With an increase in e-commerce and global, complex supply chains, there are opportunities to invest in companies that provide mission-critical logistic service"
claim-arcapita-intake-002,arcapita,Arcapita,intake_patient-capital_bucket_signal,Arcapita has source-backed Patient Capital bucket evidence: source text contains 'purpose'.,https://arcapita.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-30,Auto-promoted intake evidence; not paper-ready. Snippet: Who We Are Overview Purpose & Values Organizational Culture People & Leadership Global Locations Careers What We Do Overview Real Estate Private Equity Our Clients Investor Relatio
claim-allegro-funds-intake-001,allegro-funds,Allegro Funds,intake_patient-capital_bucket_signal,Allegro Funds has source-backed Patient Capital bucket evidence: source text contains 'purpose'.,https://www.allegrofunds.com.au/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-30,Auto-promoted intake evidence; not paper-ready. Snippet: Watch a short video to get to know the people and purpose behind our work.
claim-allegro-funds-intake-002,allegro-funds,Allegro Funds,intake_patient-capital_bucket_signal,Allegro Funds has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://www.allegrofunds.com.au/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-30,"Auto-promoted intake evidence; not paper-ready. Snippet: Our strategy is structured, disciplined and designed to deliver high-impact results that create lasting value."
claim-truebridge-capital-partners-intake-001,truebridge-capital-partners,TrueBridge Capital Partners,intake_patient-capital_bucket_signal,TrueBridge Capital Partners has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,https://truebridgecapital.com/strategies/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,Auto-promoted intake evidence; not paper-ready. Snippet: direct investments Our long-term relationships and data assets allow us to target top performing mid-to-late stage investments with limited risk and faster time to liquidity.
claim-truebridge-capital-partners-intake-002,truebridge-capital-partners,TrueBridge Capital Partners,intake_patient-capital_bucket_signal,TrueBridge Capital Partners has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://truebridgecapital.com/strategies/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,Auto-promoted intake evidence; not paper-ready. Snippet: Every investment brings with it powerful data and impactful relationships that further cement our place at the center of this complex ecosystem.
claim-evok-innovations-intake-001,evok-innovations,Evok Innovations,intake_patient-capital_bucket_signal,Evok Innovations has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,https://www.evokinnovations.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: Ebb Carbon Our Story Innovation Built on a Foundation of Entrepreneurship Founded in 2016, Evok combines our own experience as company builders and investors to launch the next gen"
claim-evok-innovations-intake-002,evok-innovations,Evok Innovations,intake_patient-capital_bucket_signal,Evok Innovations has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://www.evokinnovations.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,Auto-promoted intake evidence; not paper-ready. Snippet: Evok Innovations Evok Innovations top of page ABOUT PORTFOLIO TEAM IMPACT NEWS CONTACT Use tab to navigate through the menu items.
claim-squadra-ventures-intake-001,squadra-ventures,Squadra Ventures,intake_patient-capital_bucket_signal,Squadra Ventures has source-backed Patient Capital bucket evidence: source text contains 'mission'.,https://www.squadra.vc,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: We have strong ties to the decision makers that shape policy, and the talent building the technology to complete the mission."
claim-squadra-ventures-intake-002,squadra-ventures,Squadra Ventures,intake_patient-capital_bucket_signal,Squadra Ventures has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,https://www.squadra.vc,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,Auto-promoted intake evidence; not paper-ready. Snippet: We build the processes that form the foundation of a go-market strategy that becomes a revenue engine.
claim-squadra-ventures-intake-003,squadra-ventures,Squadra Ventures,intake_patient-capital_bucket_signal,Squadra Ventures has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://www.squadra.vc,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: Squadra's team brings the experience to build technologies that make an impact, and companies that deliver results."
claim-arctern-ventures-intake-001,arctern-ventures,ArcTern Ventures,intake_patient-capital_bucket_signal,ArcTern Ventures has source-backed Patient Capital bucket evidence: source text contains 'mission'.,https://www.arcternventures.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,Auto-promoted intake evidence; not paper-ready. Snippet: The best businesses and founders deliver both.” —Jackson Wright Associate Meet Our Team “We must leverage our position as early-stage investors to normalize environmental impact tr
claim-arctern-ventures-intake-002,arctern-ventures,ArcTern Ventures,intake_patient-capital_bucket_signal,ArcTern Ventures has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,https://www.arcternventures.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: The businesses of tomorrow will form the bedrock of a greener economy, disrupt all industries and present outsized financial returns.” —Mira Inbar Partner Meet Our Team “Just as th"
claim-arctern-ventures-intake-003,arctern-ventures,ArcTern Ventures,intake_patient-capital_bucket_signal,ArcTern Ventures has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://www.arcternventures.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,Auto-promoted intake evidence; not paper-ready. Snippet: We’re dedicated to helping them navigate the journey from startup to global impact.” —Tyler Christie Partner Meet Our Team “Climate change is a fundamentally existential concern an
claim-cornerstone-vc-intake-001,cornerstone-vc,Cornerstone VC,intake_patient-capital_bucket_signal,Cornerstone VC has source-backed Patient Capital bucket evidence: source text contains 'mission'.,https://www.cornerstonevc.co,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,Auto-promoted intake evidence; not paper-ready. Snippet: We are approachable We are on a mission to create an open VC environment where tech founders from any background can approach us at any time and get helpful feedback on how to move
claim-cornerstone-vc-intake-002,cornerstone-vc,Cornerstone VC,intake_patient-capital_bucket_signal,Cornerstone VC has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://www.cornerstonevc.co,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: I believe their people-first approach will be a game changer for many founders, and this impact will be felt across the VC ecosystem.” Thuria Wenbar Co Founder of Evaro (Live) “The"
claim-earthshot-ventures-intake-001,earthshot-ventures,Earthshot Ventures,intake_patient-capital_bucket_signal,Earthshot Ventures has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,https://earthshot.vc/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: We believe the largest outcomes of the coming decade will be built at the foundations: compute efficiency that powers AI, the energy that enables it, and the mineral supply chains "
claim-earthshot-ventures-intake-002,earthshot-ventures,Earthshot Ventures,intake_patient-capital_bucket_signal,Earthshot Ventures has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://earthshot.vc/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: We focus on energy, AI, and critical minerals - markets where new inventions will unlock both outsized returns and positive climate impact."
claim-piva-capital-intake-001,piva-capital,Piva Capital,intake_patient-capital_bucket_signal,Piva Capital has source-backed Patient Capital bucket evidence: source text contains 'purpose'.,https://piva.vc/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,Auto-promoted intake evidence; not paper-ready. Snippet: Homepage - Piva Capital Homepage - Piva Capital About Overview Philosophy People Team Summer Associate Portfolio Insights Press/News Contact Transforming Industry for People & Plan
claim-piva-capital-intake-002,piva-capital,Piva Capital,intake_patient-capital_bucket_signal,Piva Capital has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://piva.vc/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,Auto-promoted intake evidence; not paper-ready. Snippet: We invest in companies at the inflection of scientific breakthrough and mass market impact.
claim-scottish-equity-partners-intake-001,scottish-equity-partners,Scottish Equity Partners,intake_patient-capital_bucket_signal,Scottish Equity Partners has source-backed Patient Capital bucket evidence: source text contains 'trust'.,https://www.sep.co.uk,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,Auto-promoted intake evidence; not paper-ready. Snippet: h founders to build leading businesses within the world’s most demanding enterprise environments. environments. Building customer trust amongst established incumbents Read More Win
claim-scottish-equity-partners-intake-002,scottish-equity-partners,Scottish Equity Partners,intake_patient-capital_bucket_signal,Scottish Equity Partners has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://www.sep.co.uk,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: edcloud session Insights Enate: Process orchestration for complex business services organisations Insights Innovation, Execution, Impact: A look back at 2025 Insights SEP exits Zut"
claim-uniswap-foundation-intake-001,uniswap-foundation,Uniswap Foundation,intake_patient-capital_bucket_signal,Uniswap Foundation has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,https://uniswapfoundation.org/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,Auto-promoted intake evidence; not paper-ready. Snippet: Uniswap Foundation Uniswap Foundation Build Grants Governance Impact Blog x Your foundation for test r e s e a r c h d e v e l o p m e n t c o m m u n i t y g r o w t h e d u c a t
claim-uniswap-foundation-intake-002,uniswap-foundation,Uniswap Foundation,intake_patient-capital_bucket_signal,Uniswap Foundation has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://uniswapfoundation.org/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,Auto-promoted intake evidence; not paper-ready. Snippet: Uniswap Foundation Uniswap Foundation Build Grants Governance Impact Blog x Your foundation for test r e s e a r c h d e v e l o p m e n t c o m m u n i t y g r o w t h e d u c a t
claim-volta-energy-technologies-intake-001,volta-energy-technologies,Volta Energy Technologies,intake_patient-capital_bucket_signal,Volta Energy Technologies has source-backed Patient Capital bucket evidence: source text contains 'mission'.,https://volta.vc/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: The Volta team has the expertise and ability to directly impact the energy landscape and support Volta’s mission to identify disruptions, separate winners from losers, and collabor"
claim-volta-energy-technologies-intake-002,volta-energy-technologies,Volta Energy Technologies,intake_patient-capital_bucket_signal,Volta Energy Technologies has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://volta.vc/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: The Volta team has the expertise and ability to directly impact the energy landscape and support Volta’s mission to identify disruptions, separate winners from losers, and collabor"
claim-yfm-equity-partners-intake-001,yfm-equity-partners,YFM Equity Partners,intake_patient-capital_bucket_signal,YFM Equity Partners has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,https://yfmep.com,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: With a hands-on investment approach and a strong track record, we work closely with entrepreneurs and management teams to drive long-term success."
claim-yfm-equity-partners-intake-002,yfm-equity-partners,YFM Equity Partners,intake_patient-capital_bucket_signal,YFM Equity Partners has source-backed Patient Capital bucket evidence: source text contains 'purpose'.,https://yfmep.com,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: Filters Company About Us Our Purpose Diversity, Equity & Inclusion Careers Contact Us Legal SFDR Disclosures Cookie Policy Terms & Conditions Privacy Policy Locations East of Engla"
claim-yfm-equity-partners-intake-003,yfm-equity-partners,YFM Equity Partners,intake_patient-capital_bucket_signal,YFM Equity Partners has source-backed Patient Capital bucket evidence: source text contains 'long-term success'.,https://yfmep.com,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: With a hands-on investment approach and a strong track record, we work closely with entrepreneurs and management teams to drive long-term success."
claim-zero-knowledge-validator-intake-001,zero-knowledge-validator,Zero Knowledge Validator,intake_patient-capital_bucket_signal,Zero Knowledge Validator has source-backed Patient Capital bucket evidence: source text contains 'mission'.,https://www.zkv.xyz/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,Auto-promoted intake evidence; not paper-ready. Snippet: Click here get notified when we launch a new network Email Notify me What we do Our mission is to empower ZK builders and promote the adoption of ZK technology to ensure that the n
claim-zero-knowledge-validator-intake-002,zero-knowledge-validator,Zero Knowledge Validator,intake_patient-capital_bucket_signal,Zero Knowledge Validator has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,https://www.zkv.xyz/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: Integrity ZKPs facilitate a new form of trust and identity online, building a stronger foundation for online communities and economies to thrive based on mutual respect and integri"
claim-zero-knowledge-validator-intake-003,zero-knowledge-validator,Zero Knowledge Validator,intake_patient-capital_bucket_signal,Zero Knowledge Validator has source-backed Patient Capital bucket evidence: source text contains 'trust'.,https://www.zkv.xyz/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,Auto-promoted intake evidence; not paper-ready. Snippet: Click here get notified when we launch a new network Email Notify me What we do Our mission is to empower ZK builders and promote the adoption of ZK technology to ensure that the n
claim-zero-knowledge-validator-intake-004,zero-knowledge-validator,Zero Knowledge Validator,intake_patient-capital_bucket_signal,Zero Knowledge Validator has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://www.zkv.xyz/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: start earning rewards We have a track record as active validators in governance, using our voice to bring positive and lasting impact on the networks we support."
claim-american-family-ventures-intake-001,american-family-ventures,American Family Ventures,intake_patient-capital_bucket_signal,American Family Ventures has source-backed Patient Capital bucket evidence: source text contains 'next chapter'.,https://www.amfamventures.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: test news from the world of AFV All News February 20, 2025 Supporting Our Founders: The AFV Advisory Network January 21, 2025 The Next Chapter in EV October 28, 2024 AFV Perspectiv"
claim-american-family-ventures-intake-002,american-family-ventures,American Family Ventures,intake_patient-capital_bucket_signal,American Family Ventures has source-backed Patient Capital bucket evidence: source text contains 'the next chapter'.,https://www.amfamventures.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: e latest news from the world of AFV All News February 20, 2025 Supporting Our Founders: The AFV Advisory Network January 21, 2025 The Next Chapter in EV October 28, 2024 AFV Perspe"
claim-atlantica-ventures-intake-001,atlantica-ventures,Atlantica Ventures,intake_patient-capital_bucket_signal,Atlantica Ventures has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,https://atlanticaventures.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,Auto-promoted intake evidence; not paper-ready. Snippet: Atlantica Ventures is not just an investor but a long-term growth partner.
claim-atlantica-ventures-intake-002,atlantica-ventures,Atlantica Ventures,intake_patient-capital_bucket_signal,Atlantica Ventures has source-backed Patient Capital bucket evidence: source text contains 'mission'.,https://atlanticaventures.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: We seek entrepreneurs with product and market vision, technical expertise, proven ability to execute, and a mission to leave a positive impact."
claim-atlantica-ventures-intake-003,atlantica-ventures,Atlantica Ventures,intake_patient-capital_bucket_signal,Atlantica Ventures has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://atlanticaventures.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: We seek entrepreneurs with product and market vision, technical expertise, proven ability to execute, and a mission to leave a positive impact."
claim-crp-companhia-de-participacoes-intake-001,crp-companhia-de-participacoes,CRP Companhia de Participacoes,intake_patient-capital_bucket_signal,CRP Companhia de Participacoes has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,https://www.crp.com.br/en/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: ity in the analysis and success in what they do."" (Entrepreneur from one of the companies invested by CRP in the 90s) They have a long-term strategic nature of adding value to the "
claim-crp-companhia-de-participacoes-intake-002,crp-companhia-de-participacoes,CRP Companhia de Participacoes,intake_patient-capital_bucket_signal,CRP Companhia de Participacoes has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,https://www.crp.com.br/en/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,Auto-promoted intake evidence; not paper-ready. Snippet: Website Celesc Social Security Foundation Investor in the SCTec Fund.
claim-crp-companhia-de-participacoes-intake-003,crp-companhia-de-participacoes,CRP Companhia de Participacoes,intake_patient-capital_bucket_signal,CRP Companhia de Participacoes has source-backed Patient Capital bucket evidence: source text contains 'trust'.,https://www.crp.com.br/en/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: Relationship Alignment of interests through relationship, trust and influence over the enterpreneurs."
claim-crp-companhia-de-participacoes-intake-004,crp-companhia-de-participacoes,CRP Companhia de Participacoes,intake_patient-capital_bucket_signal,CRP Companhia de Participacoes has source-backed Patient Capital bucket evidence: source text contains 'family business'.,https://www.crp.com.br/en/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: Family business, which had sold control of the company to an international group of the sector."
claim-crp-companhia-de-participacoes-intake-005,crp-companhia-de-participacoes,CRP Companhia de Participacoes,intake_patient-capital_bucket_signal,CRP Companhia de Participacoes has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://www.crp.com.br/en/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,"Auto-promoted intake evidence; not paper-ready. Snippet: CRP's performance had an impact on the governance organization, implementation and monitoring of indicators, restructuring of the sales process and aggregation of executives, besid"
claim-foxmont-capital-partners-intake-001,foxmont-capital-partners,Foxmont Capital Partners,intake_patient-capital_bucket_signal,Foxmont Capital Partners has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,https://foxmontcapital.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,Auto-promoted intake evidence; not paper-ready. Snippet: This reflects the sustained investor confidence and long-term growth that come from strong early partnerships.
claim-foxmont-capital-partners-intake-002,foxmont-capital-partners,Foxmont Capital Partners,intake_patient-capital_bucket_signal,Foxmont Capital Partners has source-backed Patient Capital bucket evidence: source text contains 'mission'.,https://foxmontcapital.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,Auto-promoted intake evidence; not paper-ready. Snippet: Read our mission 0 Employees Total people employed across our portfolio.
claim-foxmont-capital-partners-intake-003,foxmont-capital-partners,Foxmont Capital Partners,intake_patient-capital_bucket_signal,Foxmont Capital Partners has source-backed Patient Capital bucket evidence: source text contains 'trust'.,https://foxmontcapital.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,Auto-promoted intake evidence; not paper-ready. Snippet: gh-Quality Pizza at Affordable Prices Collo Property Management Software Built for the Philippines. edamama The Everyday Platform Trusted and Loved by Mothers Eluvo Leading The Way
claim-foxmont-capital-partners-intake-004,foxmont-capital-partners,Foxmont Capital Partners,intake_patient-capital_bucket_signal,Foxmont Capital Partners has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://foxmontcapital.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-31,Auto-promoted intake evidence; not paper-ready. Snippet: Read all insights Apr 2026 Article From Corporate to Startup: Why More Mid-Career Operators Are Making the Leap Discover how Stephanie Tanjuatco’s transition from corporate to star
