source_url,source_name,source_type,source_quality,license_or_access,notes,last_checked
https://timiacapital.com/,TIMIA Capital official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://flowcap.com/,Flow Capital official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://corl.io/,Corl official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.getbraavo.com/,Braavo Capital official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.vitt.com/,Vitt official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.levenue.com/,Levenue official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.arc.tech/,Arc official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://stripe.com/capital,Stripe Capital official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.shopify.com/capital,Shopify Capital official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.paypal.com/us/business/financial-services/working-capital,PayPal Working Capital official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.youlend.com/,YouLend official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.liberis.com/,Liberis official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.parafin.com/,Parafin official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.getvantage.co/,GetVantage official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://velocity.in/,Velocity official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://klubworks.com/,Klub official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.recurclub.com/,Recur Club official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://sv8.vc/,SV8 official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://tangleventures.io/,Tangle Ventures official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.sureswiftcapital.com/,SureSwift Capital official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.tiny.com/,Tiny official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.csisoftware.com/,Constellation Software official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.volarisgroup.com/,Volaris Group official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.valsoftcorp.com/,Valsoft official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.banyansoftware.com/,Banyan Software official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://saas.group/,saas.group official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://everfield.com/,Everfield official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.luminegroup.com/,Lumine Group official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.topicus.com/,Topicus official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.aspiresoftware.com/,Aspire Software official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.jonassoftware.com/,Jonas Software official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.harriscomputer.com/,Harris Computer official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.csiperseus.com/,Perseus Group official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.eswcapital.com/,ESW Capital official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.alpinesg.com/,Alpine Software Group official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://scaleworks.com/,Scaleworks official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://greatersumventures.com/,Greater Sum Ventures official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.arcadeagroup.com/,Arcadea Group official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.tagsoftwaregroup.com/,TAG Software Group official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.vertusgroup.com/,Vertus Group official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.softwarecircle.com/,Software Circle official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.chaptersgroup.com/,Chapters Group official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.visma.com/,Visma official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://main.nl/,Main Capital Partners official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.searchfunder.com/,Searchfunder official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.searchfundalliance.org/,Search Fund Alliance official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.gsb.stanford.edu/experience/about/centers-institutes/ces/research/search-funds,Stanford Search Fund Center official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.pacificlake.com/,Pacific Lake Partners official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.relayinvestments.com/,Relay Investments official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.anacapapartners.com/,Anacapa Partners official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.searchfunds.net/,Search Fund Partners official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.trilogysearch.com/,Trilogy Search Partners official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.nextcoasteta.com/,Next Coast ETA official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.wscandcompany.com/,WSC & Company official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.ambit.partners/,Ambit Partners official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.miramarequity.com/,Miramar Equity Partners official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.huntersearchcapital.com/,Hunter Search Capital official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.alzacapital.com/,Alza Capital Partners official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.acquira.com/,Acquira official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://mainshares.com/,Mainshares official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.teamshares.com/,Teamshares official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.permanentequity.com/,Permanent Equity official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://capitalpad.com/,CapitalPad official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://acquire.com/,Acquire.com official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://flippa.com/,Flippa official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://empireflippers.com/,Empire Flippers official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://feinternational.com/,FE International official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://quietlight.com/,Quiet Light official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.bizbuysell.com/,BizBuySell official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.bizquest.com/,BizQuest official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.axial.net/,Axial official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://bitsfordigits.com/,BitsForDigits official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.microns.io/,Microns official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://acumen.org/,Acumen official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://foundersfirstcapitalpartners.com/,Founders First Capital Partners official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://purpose.ventures/,Purpose Ventures official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://candidegroup.com/,Candide Group official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://rsfsocialfinance.org/,RSF Social Finance official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.commonfuture.co/,Common Future official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.zebrasunite.org/,Zebras Unite official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://vilcap.com/,Village Capital official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://collab.capital/,Collab Capital official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://bostonimpact.org/,Boston Impact Initiative official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.temasek.com.sg/,Temasek official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.gic.com.sg/,GIC official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.mubadala.com/,Mubadala official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.sanabil.com/,Sanabil Investments official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.pif.gov.sa/,Public Investment Fund official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.qia.qa/,Qatar Investment Authority official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.bpifrance.com/,Bpifrance official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.british-business-bank.co.uk/,British Business Bank official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://eic.ec.europa.eu/eic-fund_en,EIC Fund official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.eif.org/,European Investment Fund official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.nif.fund/,NATO Innovation Fund official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.kfw-capital.de/,KfW Capital official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.edbi.com/,EDBI official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.sginnovate.com/,SGInnovate official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.khazanah.com.my/,Khazanah Nasional official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://innovationisrael.org.il/en/,Israel Innovation Authority official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.ukri.org/councils/innovate-uk/,Innovate UK official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.iqt.org/,In-Q-Tel official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.highalpha.com/,High Alpha official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://atomic.vc/,Atomic official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.expa.com/,Expa official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://betaworks.com/,Betaworks official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.hexa.com/,Hexa official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.rocket-internet.com/,Rocket Internet official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.idealab.com/,Idealab official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.psl.com/,Pioneer Square Labs official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://human.vc/,Human Ventures official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.science-inc.com/,Science Inc. official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.wilburlabs.com/,Wilbur Labs official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.juxtapose.com/,Juxtapose official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://foundersfactory.com/,Founders Factory official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.joinef.com/,Entrepreneur First official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.antler.co/,Antler official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://enhance.online/,Enhance Ventures official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://team8.vc/,Team8 official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.fractalsoftware.com/,Fractal Software official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://weekend.fund/,Weekend Fund official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://pioneer.app/,Pioneer official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://aigrant.org/,AI Grant official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.hf0.com/,HF0 official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.indiehackers.com/,Indie Hackers official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://microconf.com/,MicroConf official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://techcrunch.com/2021/06/08/network-security-startup-extrahop-skips-and-jumps-to-900m-exit/,TechCrunch ExtraHop exit,article,credible_press,public web,Supporting company-event source from the earlier company proof layer.,2026-05-22
https://techcrunch.com/2021/03/16/appfire-provider-of-atlassian-apps-raises-100m-to-continue-its-buying-spree/,TechCrunch Appfire growth investment,article,credible_press,public web,Supporting company-event source from the earlier company proof layer.,2026-05-22
https://theygotacquired.com/saas/baremetrics-acquired-by-xenon-partners/,They Got Acquired Baremetrics,article,credible_press,public web,Supporting company-event source; verify before paper use.,2026-05-22
https://startupfounderstories.com/stories/rob-walling-drip-bootstrapped-acquisition,Startup Founder Stories Drip,founder_story,discourse,public web,Supporting founder-story source; verify before paper use.,2026-05-22
https://en.wikipedia.org/wiki/David_Hauser,David Hauser profile,profile,database_seed,public web,Lead source only; find primary/press source before paper use.,2026-05-22
https://tinyseed.com/about,TinySeed about,company_site,primary,public web,Source for TinySeed origin story and capital-efficiency framing.,2026-05-22
https://calmfund.com/writing/shared-earnings-safe,Calm Company Fund shared earnings SAFE,company_site,primary,public web,Source for shared earnings SAFE framing.,2026-05-22
https://help.acquire.com/how-does-acquire.com-work,Acquire.com help,company_site,primary,public web,Source for acquisition marketplace mechanics.,2026-05-22
https://www.indiehackers.com/post/we-ve-acquired-40-bootstrapped-businesses-in-6-years-and-run-a-growing-portfolio-of-saas-products-ama-3f640f44fc,Indie Hackers SureSwift AMA,founder_discourse,discourse,public web,Discourse source for SaaS acquisition holding company model; verify with company source before central claims.,2026-05-22
https://www.venturestudioindex.com/p/the-largest-venture-studio-exits,Venture Studio Index largest exits,research,research,public web,Research/media source for venture studio exits and methodology limitations.,2026-05-22
https://www.breit.com/offering-terms/,BREIT offering terms,company_site,primary,public web,"Supporting liquidity-design analogy, not core industry proof.",2026-05-22
https://dwpcapital.com/,DWP Capital official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.uniongroupfund.com/,Union Group Fund official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://tvccapital.com/fund-focus/,TVC Capital official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.d2.fund/,D2 Fund official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.seedtwo.com/,SeedTwo Capital official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.sequel-capital.com/,Sequel Capital official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://mainsailpartners.com/,Mainsail Partners official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://serentcapital.com/why-serent/,Serent Capital official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.mambagrowth.com/investment-criteria/,Mamba Growth official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.fiveelms.com/,Five Elms Capital official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://elsewhere.partners/,Elsewhere Partners official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://sunstonepartners.com/,Sunstone Partners official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://expedition.capital/,Expedition Growth Capital official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.silversmith.com/,Silversmith Capital Partners official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.levelequity.com/,Level Equity official site,official_site,primary,public web,Industry-atlas entity source; verify page-level claim before publication.,2026-05-22
https://www.onesixone.ventures/,OneSixOne Ventures official site,official_site,primary,public web,Intake source only; verify source text before adding atlas claims.,2026-05-22
https://www.deep-tech-week.com/organizations/onesixone-fund,Deep Tech Week OneSixOne profile,directory_profile,research,public web,"Intake source only; use as candidate evidence, not authoritative proof by itself.",2026-05-22
https://refreshmiami.com/news/meet-the-vc-duo-shaking-up-miamis-tech-scene/,Refresh Miami OneSixOne profile,article,credible_press,public web,Intake source only; useful for platform/community model verification.,2026-05-22
https://www.linkedin.com/company/onesixone-ventures,OneSixOne Ventures LinkedIn,social_profile,social,public web,Intake source only; corroborate with official or press sources before paper use.,2026-05-22
https://www.venture10x.co,Venture10X web discovery source,web_search_result,unknown,public web,Discovered by research-agent web search run run-a30ba1067d59; requires verification.,2026-05-23
https://www.curiousholdings.com,Curious web discovery source,web_search_result,unknown,public web,Discovered by research-agent web search run run-a30ba1067d59; requires verification.,2026-05-23
https://apexpointequity.com,Apex Point Equity web discovery source,web_search_result,unknown,public web,Discovered by research-agent web search run run-a30ba1067d59; requires verification.,2026-05-23
https://www.alleyandstreet.com,Alley & Street web discovery source,web_search_result,unknown,public web,Discovered by research-agent web search run run-a30ba1067d59; requires verification.,2026-05-23
https://www.csiandromeda.com,Andromeda web discovery source,web_search_result,unknown,public web,Discovered by research-agent web search run run-baeaad67e491; requires verification.,2026-05-23
https://softequities.com,Soft Equities web discovery source,web_search_result,unknown,public web,Discovered by research-agent web search run run-baeaad67e491; requires verification.,2026-05-23
https://www.lightercapital.com,Startup Capital With Zero Dilution web discovery source,web_search_result,unknown,public web,Discovered by research-agent web search run run-baeaad67e491; requires verification.,2026-05-23
https://satyaganni.com,Satya Ganni web discovery source,web_search_result,unknown,public web,Discovered by research-agent web search run run-22b55f2ab066; requires verification.,2026-05-23
https://www.innovative.finance/patient,IFI Patient Capital Manifesto web discovery source,web_search_result,unknown,public web,Discovered by research-agent web search run run-22b55f2ab066; requires verification.,2026-05-23
https://www.meritholdings.com,Meritholdings web discovery source,web_search_result,unknown,public web,Discovered by research-agent web search run run-9c67596816a7; requires verification.,2026-05-24
https://www.riversaascapital.com,River Saas Capital web discovery source,web_search_result,unknown,public web,Discovered by research-agent web search run run-d3a12a4a3d21; requires verification.,2026-05-24
https://bigthinkcapital.com/revenue-based-financing-companies,Bigthinkcapital web discovery source,web_search_result,unknown,public web,Discovered by research-agent web search run run-c2cb04366726; requires verification.,2026-05-24
https://saasgrowthventures.com,SaaS Growth Ventures web discovery source,web_search_result,unknown,public web,Discovered by research-agent web search run run-b283bb784fbf; requires verification.,2026-05-24
https://elsewhere.partners,Growth Capital for B2B Software & Services Companies web discovery source,web_search_result,unknown,public web,Discovered by research-agent web search run run-89ad61f1556e; requires verification.,2026-05-24
https://aifundingtracker.com,AI Startup Investment Roundups 2026 web discovery source,web_search_result,unknown,public web,Discovered by research-agent web search run run-db0a161a2026; requires verification.,2026-05-24
https://www.infigos.com,Infigos LLC web discovery source,web_search_result,unknown,public web,Discovered by research-agent web search run run-c8476ddfbc2f; requires verification.,2026-05-24
https://www.goldensection.com,Golden Section web discovery source,web_search_result,unknown,public web,Discovered by research-agent web search run run-fa1157878173; requires verification.,2026-05-24
https://aventis-advisors.com/software-valuation-multiples,Software Valuation Multiples web discovery source,web_search_result,unknown,public web,Discovered by research-agent web search run run-fa1157878173; requires verification.,2026-05-24
https://www.ratiotech.com,B2B BNPL web discovery source,web_search_result,unknown,public web,Discovered by research-agent web search run run-ef87c68b51df; requires verification.,2026-05-24
https://acquire.com,Buy & Sell Profitable Online Businesses web discovery source,web_search_result,unknown,public web,Discovered by research-agent web search run run-63d002507514; requires verification.,2026-05-24
https://opengov.com,Local Government Software web discovery source,web_search_result,unknown,public web,Discovered by research-agent web search run run-63d002507514; requires verification.,2026-05-24
