claim_id,entity_id,entity_name,claim_type,claim,source_url,source_type,source_quality,source_tier,evidence_status,last_verified_at,notes
claim-halcyon-incubator-intake-001,halcyon-incubator,Halcyon Incubator,intake_patient-capital_bucket_signal,Halcyon Incubator has source-backed Patient Capital bucket evidence: source text contains 'mission'.,https://halcyonincubator.org/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: “Our mission is to support social entrepreneurs who are building businesses that are sustainable financially while creating a positive impact in their local and global communities,"
claim-halcyon-incubator-intake-002,halcyon-incubator,Halcyon Incubator,intake_patient-capital_bucket_signal,Halcyon Incubator has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,https://halcyonincubator.org/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Developed by founders Sachiko Kuno and Kate Goodall through the success and evolution of the S&R Foundation, Halcyon spun off into its own independent nonprofit just last month."
claim-halcyon-incubator-intake-003,halcyon-incubator,Halcyon Incubator,intake_patient-capital_bucket_signal,Halcyon Incubator has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://halcyonincubator.org/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: “Our mission is to support social entrepreneurs who are building businesses that are sustainable financially while creating a positive impact in their local and global communities,"
claim-mahle-intake-001,mahle,Mahle,intake_patient-capital_bucket_signal,Mahle has source-backed Patient Capital bucket evidence: source text contains 'mission'.,https://www.mahle.com/,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Founded in 1920, the technology group is working on the climate-neutral mobility of tomorrow, with a focus on the strategic areas of electrification and thermal management as well "
claim-mahle-intake-002,mahle,Mahle,intake_patient-capital_bucket_signal,Mahle has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,https://www.mahle.com/,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Sustainability at MAHLE Focus on security, flexibility and independence As a foundation owned corporate, we pursue a conservative and diversified financing strategy aimed at ensuri"
claim-perpetual-wealth-ag-intake-001,perpetual-wealth-ag,Perpetual Wealth AG,intake_patient-capital_bucket_signal,Perpetual Wealth AG has source-backed Patient Capital bucket evidence: source text contains 'perpetual'.,https://perpetual-wealth.ch,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Perpetual Wealth AG Perpetual Wealth AG Home About us Services Research & Press Regulation Contact Home About us Services Research & Press Regulation Contact WELCOME YOUR NEEDS ARE
claim-perpetual-wealth-ag-intake-002,perpetual-wealth-ag,Perpetual Wealth AG,intake_patient-capital_bucket_signal,Perpetual Wealth AG has source-backed Patient Capital bucket evidence: source text contains 'family office'.,https://perpetual-wealth.ch,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Perpetual Wealth AG is a wealth management boutique offering financial and family office services to a sophisticated international clientele since 2014.
claim-qubit-capital-intake-001,qubit-capital,Qubit Capital,intake_patient-capital_bucket_signal,Qubit Capital has source-backed Patient Capital bucket evidence: source text contains 'long term'.,https://qubit.capital/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Qubit helps set the stage for long term success.
claim-qubit-capital-intake-002,qubit-capital,Qubit Capital,intake_patient-capital_bucket_signal,Qubit Capital has source-backed Patient Capital bucket evidence: source text contains 'purpose'.,https://qubit.capital/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: With Qubit Capital, you invest with purpose and build a lasting legacy."
claim-qubit-capital-intake-003,qubit-capital,Qubit Capital,intake_patient-capital_bucket_signal,Qubit Capital has source-backed Patient Capital bucket evidence: source text contains 'trust'.,https://qubit.capital/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Find the right investors 237+ Startups we are talking with 20,000+ Numbers of investor connected $215M Funds raised by our deals Trustpilot Visit Our Trustpilot Profile Neo-network"
claim-qubit-capital-intake-004,qubit-capital,Qubit Capital,intake_patient-capital_bucket_signal,Qubit Capital has source-backed Patient Capital bucket evidence: source text contains 'legacy'.,https://qubit.capital/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: With Qubit Capital, you invest with purpose and build a lasting legacy."
claim-qubit-capital-intake-005,qubit-capital,Qubit Capital,intake_patient-capital_bucket_signal,Qubit Capital has source-backed Patient Capital bucket evidence: source text contains 'family office'.,https://qubit.capital/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Tell me more Family Offices Expand fast by approaching startups operating in exciting areas.
claim-qubit-capital-intake-006,qubit-capital,Qubit Capital,intake_patient-capital_bucket_signal,Qubit Capital has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://qubit.capital/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Maximize Impact and Returns MicroVCs, VCs, HNIs, and Angels trust our process."
claim-theanna-intake-001,theanna,Theanna,intake_patient-capital_bucket_signal,Theanna has source-backed Patient Capital bucket evidence: source text contains 'trust'.,https://theanna.io/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Theanna - Equity-Free Startup Support for Women Tech Founders Theanna - Equity-Free Startup Support for Women Tech Founders Product Pricing Community About Book Club NEW Theanna Ag
claim-theanna-intake-002,theanna,Theanna,intake_patient-capital_bucket_signal,Theanna has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://theanna.io/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: See which interviews and features drive the biggest impact on your bottom line.
claim-the-giin-intake-001,the-giin,The GIIN,intake_sovereign-capital_bucket_signal,The GIIN has source-backed Sovereign Capital bucket evidence: source text contains 'impact investor'.,https://thegiin.org/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: REGISTER TODAY Become a GIIN Member Today GIIN membership provides exclusive access to a network of leading impact investors, including valuable expertise, resources and opportunit"
claim-the-giin-intake-002,the-giin,The GIIN,intake_sovereign-capital_bucket_signal,The GIIN has source-backed Sovereign Capital bucket evidence: source text contains 'impact investing'.,https://thegiin.org/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: The GIIN The GIIN The GIIN MENU Publications Membership Solutions Programs Events Donate Register for the GIIN Impact Forum 2026 in Amsterdam Learn more and register today for the 
claim-the-giin-intake-003,the-giin,The GIIN,intake_sovereign-capital_bucket_signal,The GIIN has source-backed Sovereign Capital bucket evidence: source text contains 'climate finance'.,https://thegiin.org/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Learn more GIIN Climate Solutions Investing Roundtable The GIIN hosted our Climate Solutions Investing Roundtable during NYC Climate Week, and brought together asset owners, manage"
claim-vc-lab-intake-001,vc-lab,VC Lab,intake_lmv_bucket_signal,VC Lab has source-backed LMV bucket evidence: source text contains 'accelerator'.,https://govclab.com/about,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Free 14-week accelerator for new and emerging fund managers.
claim-vc-lab-intake-002,vc-lab,VC Lab,intake_lmv_bucket_signal,VC Lab has source-backed LMV bucket evidence: source text contains 'emerging manager'.,https://govclab.com/about,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: y Our Partners Work With Us Press Contact About VC Lab VC Lab is the world's largest venture capital accelerator, helping new and emerging managers launch a fund in six months or l"
claim-vc-lab-intake-003,vc-lab,VC Lab,intake_lmv_bucket_signal,VC Lab has source-backed LMV bucket evidence: source text contains 'emerging fund'.,https://govclab.com/about,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Free 14-week accelerator for new and emerging fund managers.
claim-consensys-intake-001,consensys,Consensys,intake_patient-capital_bucket_signal,Consensys has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,https://consensys.io,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: We call the technology built on this foundation trustware.
claim-consensys-intake-002,consensys,Consensys,intake_patient-capital_bucket_signal,Consensys has source-backed Patient Capital bucket evidence: source text contains 'trust'.,https://consensys.io,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Consensys - Building the Era of Decentralized Finance Consensys - Building the Era of Decentralized Finance Products Ecosystem Company Blog Explore products Products Ecosystem Comp
claim-lightship-bootcamp-intake-001,lightship-bootcamp,Lightship Bootcamp,intake_patient-capital_bucket_signal,Lightship Bootcamp has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,https://www.lightship.foundation/about,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Sustainable Impact We focus on long-term outcomes, not short-term wins."
claim-lightship-bootcamp-intake-002,lightship-bootcamp,Lightship Bootcamp,intake_patient-capital_bucket_signal,Lightship Bootcamp has source-backed Patient Capital bucket evidence: source text contains 'mission'.,https://www.lightship.foundation/about,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: ate deJesus Head of Content Steven Shaw Project Manager Yasvin Rajapakse Program Manager Rod Walton Entrepreneur in Residence Our Mission & Values Lightship Foundation exists to em
claim-lightship-bootcamp-intake-003,lightship-bootcamp,Lightship Bootcamp,intake_patient-capital_bucket_signal,Lightship Bootcamp has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,https://www.lightship.foundation/about,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Submit If You’re Ready to Build, You Belong Here Start Your Founder Journey Explore Our Programs Instagram Facebook-square X-twitter Youtube Tiktok Linkedin Copyright © 2022 Hillma"
claim-lightship-bootcamp-intake-004,lightship-bootcamp,Lightship Bootcamp,intake_patient-capital_bucket_signal,Lightship Bootcamp has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://www.lightship.foundation/about,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: From how we design programs to how we convene people, we center imagination, culture, and original thinking as essential drivers of impact."
claim-fundwell-intake-001,fundwell,Fundwell,intake_smv_bucket_signal,Fundwell has source-backed SMV bucket evidence: source text contains 'revenue based financing'.,https://www.fundwell.com,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Revenue Based Financing Working capital up to 1.5x your monthly revenue.
claim-fundwell-intake-002,fundwell,Fundwell,intake_smv_bucket_signal,Fundwell has source-backed SMV bucket evidence: source text contains 'non-dilutive'.,https://www.fundwell.com,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Non-Dilutive Capital Funding of up to $40 million to support your growth without diluting equity.
claim-fundwell-intake-003,fundwell,Fundwell,intake_smv_bucket_signal,Fundwell has source-backed SMV bucket evidence: source text contains 'working capital'.,https://www.fundwell.com,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: We provide fast, transparent funding, seamless access to working capital, and unwavering support to power your growth."
claim-fundwell-intake-004,fundwell,Fundwell,intake_smv_bucket_signal,Fundwell has source-backed SMV bucket evidence: source text contains 'transparent financing'.,https://www.fundwell.com,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Join the thousands of businesses who rely on Fundwell for fast, transparent financing."
claim-pacific-dental-services-intake-001,pacific-dental-services,Pacific Dental Services,intake_patient-capital_bucket_signal,Pacific Dental Services has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,https://www.pacificdentalservices.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: Better long-term health through meaningful collaboration between providers.
claim-pacific-dental-services-intake-002,pacific-dental-services,Pacific Dental Services,intake_patient-capital_bucket_signal,Pacific Dental Services has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,https://www.pacificdentalservices.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: ve, proactive treatment. Better long-term health through meaningful collaboration between providers. Latest News May 19, 2026 AAP Foundation Launches $2.5M Initiative Linking Perio"
claim-pacific-dental-services-intake-003,pacific-dental-services,Pacific Dental Services,intake_patient-capital_bucket_signal,Pacific Dental Services has source-backed Patient Capital bucket evidence: source text contains 'trust'.,https://www.pacificdentalservices.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: 4 About News Work with Us Contact Us Find a Practice PDS Health Foundation Site Map Accessibility Terms of Service Privacy Policy Trust & Security Cookie Notice Your Privacy Rights
claim-pacific-dental-services-intake-004,pacific-dental-services,Pacific Dental Services,intake_patient-capital_bucket_signal,Pacific Dental Services has source-backed Patient Capital bucket evidence: source text contains 'impact'.,https://www.pacificdentalservices.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: of chronic disease and plays a critical role in overall health. Health care is changing. PDS Health is leading the way. Built for impact. Powered by integration. Our business units
claim-the-independent-sponsor-model-or-fundless-sponsor-model-intake-001,the-independent-sponsor-model-or-fundless-sponsor-model,The Independent Sponsor Model or Fundless Sponsor Model,intake_search-eta_bucket_signal,The Independent Sponsor Model or Fundless Sponsor Model has source-backed Search/ETA bucket evidence: source text contains 'independent sponsor'.,https://www.fundlesssponsorcapital.com/the-independent-sponsor-model,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: The Independent Sponsor Model or Fundless Sponsor Model The Independent Sponsor Model or Fundless Sponsor Model top of page HOME PARTNERING CAPITAL NETWORK CRITERIA EXPERIENCE NEWS
claim-the-independent-sponsor-model-or-fundless-sponsor-model-intake-002,the-independent-sponsor-model-or-fundless-sponsor-model,The Independent Sponsor Model or Fundless Sponsor Model,intake_search-eta_bucket_signal,The Independent Sponsor Model or Fundless Sponsor Model has source-backed Search/ETA bucket evidence: source text contains 'fundless sponsor'.,https://www.fundlesssponsorcapital.com/the-independent-sponsor-model,fetched_source_page,unknown,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: The Independent Sponsor Model or Fundless Sponsor Model The Independent Sponsor Model or Fundless Sponsor Model top of page HOME PARTNERING CAPITAL NETWORK CRITERIA EXPERIENCE NEWS
claim-mars-inc-intake-001,mars-inc,Mars Inc,intake_patient-capital_bucket_signal,Mars Inc has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,https://www.mars.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,"Auto-promoted intake evidence; not paper-ready. Snippet: Mars Impact Fund Through the Mars Impact Fund, we invest in long-term partnerships that strengthen communities, advance science and improve the lives of companion animals."
claim-mars-inc-intake-002,mars-inc,Mars Inc,intake_patient-capital_bucket_signal,Mars Inc has source-backed Patient Capital bucket evidence: source text contains 'steward'.,https://www.mars.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: view Sustainable in a Generation Plan View progress & impact report Healthy Planet Renewable Energy Climate Action Land Use Water Stewardship Rethinking Packaging Thriving People I
claim-mars-inc-intake-003,mars-inc,Mars Inc,intake_patient-capital_bucket_signal,Mars Inc has source-backed Patient Capital bucket evidence: source text contains 'stewardship'.,https://www.mars.com/,fetched_source_page,primary,public_web,candidate_evidence,2026-05-28,Auto-promoted intake evidence; not paper-ready. Snippet: view Sustainable in a Generation Plan View progress & impact report Healthy Planet Renewable Energy Climate Action Land Use Water Stewardship Rethinking Packaging Thriving People I
